observation,action
"[-0.33649352192878723, 0.1600608229637146, 0.0011451237369328737, -0.34517255425453186]","[0.0, 1.0]"
"[-0.33329230546951294, -0.03507739305496216, -0.005758327431976795, -0.05212875083088875]","[1.0, 0.0]"
"[-0.3339938521385193, -0.23011630773544312, -0.006800902541726828, 0.23873183131217957]","[1.0, 0.0]"
"[0.01647758297622204, 0.0039270538836717606, -0.03278825804591179, 0.0039689140394330025]","[0.0, 1.0]"
"[0.01655612327158451, -0.1907096952199936, -0.03270887956023216, 0.28612908720970154]","[1.0, 0.0]"
"[0.012741929851472378, 0.004863095469772816, -0.026986297219991684, -0.016687871888279915]","[0.0, 1.0]"
"[0.01283919159322977, -0.18986165523529053, -0.027320053428411484, 0.2673598825931549]","[1.0, 0.0]"
"[0.00904195848852396, 0.0056393323466181755, -0.021972855553030968, -0.033813249319791794]","[0.0, 1.0]"
"[0.009154745377600193, -0.18916073441505432, -0.022649120539426804, 0.25185683369636536]","[1.0, 0.0]"
"[0.005371530540287495, 0.006277184467762709, -0.01761198416352272, -0.04788314923644066]","[0.0, 1.0]"
"[0.005497074220329523, -0.18858785927295685, -0.018569648265838623, 0.2391914278268814]","[1.0, 0.0]"
"[0.0017253172118216753, 0.006794385612010956, -0.01378581952303648, -0.0592905692756176]","[0.0, 1.0]"
"[0.001861204975284636, -0.18812721967697144, -0.014971630647778511, 0.2290111482143402]","[1.0, 0.0]"
"[-0.0019013393903151155, 0.007205446250736713, -0.010391407646238804, -0.06835650652647018]","[0.0, 1.0]"
"[-0.0017572304932400584, -0.18776600062847137, -0.011758537963032722, 0.2210298478603363]","[1.0, 0.0]"
"[-0.005512550473213196, 0.007522039581090212, -0.0073379408568143845, -0.07533888518810272]","[0.0, 1.0]"
"[-0.005362109746783972, -0.1874939501285553, -0.008844718337059021, 0.21501989662647247]","[1.0, 0.0]"
"[-0.009111988358199596, 0.007753323297947645, -0.0045443205162882805, -0.08043988049030304]","[0.0, 1.0]"
"[-0.008956922218203545, -0.18730318546295166, -0.006153118330985308, 0.21080584824085236]","[1.0, 0.0]"
"[-0.012702985666692257, 0.00790619570761919, -0.0019370012450963259, -0.0838116928935051]","[0.0, 1.0]"
"[-0.012544861994683743, -0.18718793988227844, -0.0036132351960986853, 0.2082594782114029]","[1.0, 0.0]"
"[-0.016288621351122856, 0.0079854940995574, 0.0005519543192349374, -0.08556104451417923]","[0.0, 1.0]"
"[-0.016128910705447197, -0.18714436888694763, -0.0011592666851356626, 0.2072959691286087]","[1.0, 0.0]"
"[-0.019871797412633896, 0.007994145154953003, 0.0029866527765989304, -0.08575242012739182]","[0.0, 1.0]"
"[-0.019711915403604507, -0.18717049062252045, 0.0012716043274849653, 0.20787130296230316]","[1.0, 0.0]"
"[-0.02345532551407814, 0.007933254353702068, 0.005429030396044254, -0.08441022783517838]","[0.0, 1.0]"
"[-0.0232966598123312, -0.18726609647274017, 0.003740825690329075, 0.20998060703277588]","[1.0, 0.0]"
"[-0.027041980996727943, 0.007802167441695929, 0.007940437644720078, -0.08151993900537491]","[0.0, 1.0]"
"[-0.02688593789935112, -0.18743270635604858, 0.006310039199888706, 0.21365760266780853]","[1.0, 0.0]"
"[-0.030634593218564987, 0.007598467171192169, 0.010583191178739071, -0.07702819257974625]","[0.0, 1.0]"
"[-0.030482623726129532, -0.18767358362674713, 0.009042627178132534, 0.21897488832473755]","[1.0, 0.0]"
"[-0.03423609584569931, 0.00731794023886323, 0.013422125019133091, -0.0708419531583786]","[0.0, 1.0]"
"[-0.03408973664045334, -0.1879938393831253, 0.012005286291241646, 0.22604531049728394]","[1.0, 0.0]"
"[-0.03784961253404617, 0.0069544967263937, 0.01652619242668152, -0.06282664835453033]","[0.0, 1.0]"
"[-0.0377105213701725, -0.18840044736862183, 0.015269659459590912, 0.23502424359321594]","[1.0, 0.0]"
"[-0.041478533297777176, 0.006500039715319872, 0.01997014507651329, -0.05280330777168274]","[0.0, 1.0]"
"[-0.04134853184223175, -0.18890248239040375, 0.018914077430963516, 0.2461128532886505]","[1.0, 0.0]"
"[-0.04512657970190048, 0.005944297648966312, 0.02383633516728878, -0.040544621646404266]","[0.0, 1.0]"
"[-0.04500769451260567, -0.18951120972633362, 0.02302544377744198, 0.25956258177757263]","[1.0, 0.0]"
"[-0.04879792034626007, 0.005274598021060228, 0.028216693550348282, -0.025769809260964394]","[0.0, 1.0]"
"[-0.048692427575588226, -0.19024039804935455, 0.027701297774910927, 0.2756805419921875]","[1.0, 0.0]"
"[-0.05249723419547081, 0.004475599154829979, 0.033214908093214035, -0.008138248696923256]","[0.0, 1.0]"
"[-0.05240772292017937, 0.19910584390163422, 0.03305214270949364, -0.2901591956615448]","[0.0, 1.0]"
"[-0.04842560738325119, 0.0035285665653645992, 0.027248959988355637, 0.012762047350406647]","[1.0, 0.0]"
"[-0.04835503548383713, 0.19824935495853424, 0.027504201978445053, -0.2712005078792572]","[0.0, 1.0]"
"[-0.04439004883170128, 0.0027459384873509407, 0.0220801904797554, 0.030028924345970154]","[1.0, 0.0]"
"[-0.04433513060212135, 0.1975443959236145, 0.022680770605802536, -0.2556065022945404]","[0.0, 1.0]"
"[-0.040384240448474884, 0.0021060872822999954, 0.017568640410900116, 0.04414315149188042]","[1.0, 0.0]"
"[-0.040342118591070175, 0.19697175920009613, 0.018451502546668053, -0.2429453432559967]","[0.0, 1.0]"
"[-0.036402683705091476, 0.0015911796363070607, 0.013592596165835857, 0.0555000826716423]","[1.0, 0.0]"
"[-0.036370862275362015, 0.19651561975479126, 0.014702597633004189, -0.23286347091197968]","[0.0, 1.0]"
"[-0.03244054690003395, 0.001186712528578937, 0.010045328177511692, 0.06442063301801682]","[1.0, 0.0]"
"[-0.03241681307554245, 0.19616320729255676, 0.011333741247653961, -0.2250760793685913]","[0.0, 1.0]"
"[-0.028493549674749374, 0.0008811256266199052, 0.006832219194620848, 0.07116027921438217]","[1.0, 0.0]"
"[-0.0284759271889925, 0.1959044635295868, 0.008255424909293652, -0.21935923397541046]","[0.0, 1.0]"
"[-0.02455783821642399, 0.0006654839380644262, 0.0038682399317622185, 0.07591631263494492]","[1.0, 0.0]"
"[-0.024544527754187584, 0.1957317739725113, 0.005386566277593374, -0.21554365754127502]","[0.0, 1.0]"
"[-0.020629892125725746, 0.0005332252476364374, 0.0010756930569186807, 0.07883355021476746]","[1.0, 0.0]"
"[-0.0206192284822464, 0.1956397444009781, 0.002652364084497094, -0.21350979804992676]","[0.0, 1.0]"
"[-0.016706433147192, 0.00047996806097216904, -0.0016178319929167628, 0.0800086185336113]","[1.0, 0.0]"
"[-0.016696834936738014, 0.19562506675720215, -1.7659520381130278e-05, -0.21318429708480835]","[0.0, 1.0]"
"[-0.01278433296829462, 0.0005033751367591321, -0.004281345289200544, 0.07949306070804596]","[1.0, 0.0]"
"[-0.012774265371263027, 0.1956864446401596, -0.0026914842892438173, -0.21453756093978882]","[0.0, 1.0]"
"[-0.008860536850988865, 0.0006030691438354552, -0.006982235703617334, 0.07729513198137283]","[1.0, 0.0]"
"[-0.00884847529232502, 0.19582441449165344, -0.005436332896351814, -0.21758250892162323]","[0.0, 1.0]"
"[-0.004931986797600985, 0.0007805983768776059, -0.009787983261048794, 0.07338061928749084]","[1.0, 0.0]"
"[-0.004916375037282705, 0.19604149460792542, -0.008320370689034462, -0.2223743200302124]","[0.0, 1.0]"
"[-0.0009955450659617782, 0.0010394504060968757, -0.012767856940627098, 0.06767246872186661]","[1.0, 0.0]"
"[-0.0009747560834512115, 0.1963421106338501, -0.01141440775245428, -0.22901128232479095]","[0.0, 1.0]"
"[0.002952086040750146, 0.0013851133408024907, -0.015994632616639137, 0.0600493885576725]","[1.0, 0.0]"
"[0.0029797882307320833, 0.19673269987106323, -0.014793645590543747, -0.2376367300748825]","[0.0, 1.0]"
"[0.006914442405104637, 0.0018251853762194514, -0.019546380266547203, 0.05034337565302849]","[1.0, 0.0]"
"[0.006950946059077978, 0.19722187519073486, -0.018539512529969215, -0.24844194948673248]","[0.0, 1.0]"
"[0.010895383544266224, 0.0023695339914411306, -0.023508351296186447, 0.03833603858947754]","[1.0, 0.0]"
"[0.010942773893475533, 0.19782057404518127, -0.02274163067340851, -0.26167032122612]","[0.0, 1.0]"
"[0.014899185858666897, 0.0030305050313472748, -0.027975037693977356, 0.023753752931952477]","[1.0, 0.0]"
"[0.014959795400500298, -0.19167931377887726, -0.027499962598085403, 0.3074806332588196]","[1.0, 0.0]"
"[0.011126209050416946, 0.003823469392955303, -0.021350350230932236, 0.006253350060433149]","[0.0, 1.0]"
"[0.011202679015696049, -0.19098588824272156, -0.021225282922387123, 0.2921242415904999]","[1.0, 0.0]"
"[0.007382960990071297, 0.00443216972053051, -0.015382797457277775, -0.007176563143730164]","[0.0, 1.0]"
"[0.007471604272723198, -0.19046583771705627, -0.015526329167187214, 0.2806134819984436]","[1.0, 0.0]"
"[0.003662287723273039, 0.004874116741120815, -0.009914059191942215, -0.01692567579448223]","[0.0, 1.0]"
"[0.0037597701884806156, -0.19010426104068756, -0.01025257259607315, 0.2726128399372101]","[1.0, 0.0]"
"[-4.2315092287026346e-05, 0.005162470508366823, -0.004800315946340561, -0.02328607626259327]","[0.0, 1.0]"
"[6.093431875342503e-05, -0.1898903101682663, -0.005266037303954363, 0.2678784430027008]","[1.0, 0.0]"
"[-0.0037368719931691885, 0.005306396167725325, 9.153127030003816e-05, -0.026460770517587662]","[0.0, 1.0]"
"[-0.0036307440605014563, -0.18981686234474182, -0.00043768412433564663, 0.2662510275840759]","[1.0, 0.0]"
"[-0.00742708146572113, 0.005311327520757914, 0.004887336399406195, -0.02656990848481655]","[0.0, 1.0]"
"[-0.007320854812860489, -0.18988037109375, 0.004355938173830509, 0.2676510214805603]","[1.0, 0.0]"
"[-0.011118462309241295, 0.005179145373404026, 0.009708958677947521, -0.023654844611883163]","[0.0, 1.0]"
"[-0.011014879681169987, -0.1900806874036789, 0.009235861711204052, 0.27207547426223755]","[1.0, 0.0]"
"[-0.014816492795944214, 0.00490826740860939, 0.014677371829748154, -0.01768016256392002]","[0.0, 1.0]"
"[-0.014718327671289444, -0.19042105972766876, 0.014323768205940723, 0.27959728240966797]","[1.0, 0.0]"
"[-0.018526749685406685, 0.0044936565682291985, 0.019915712997317314, -0.008533776737749577]","[0.0, 1.0]"
"[-0.018436875194311142, 0.19932441413402557, 0.01974503882229328, -0.2948671281337738]","[0.0, 1.0]"
"[-0.01445038802921772, 0.003926608245819807, 0.013847695663571358, 0.003977115266025066]","[1.0, 0.0]"
"[-0.014371855184435844, 0.19884724915027618, 0.013927238062024117, -0.28430473804473877]","[0.0, 1.0]"
"[-0.010394910350441933, 0.0035294617991894484, 0.008241143077611923, 0.012738022021949291]","[1.0, 0.0]"
"[-0.010324320755898952, 0.19853225350379944, 0.008495903573930264, -0.2773333787918091]","[0.0, 1.0]"
"[-0.006353675853461027, 0.003290140302851796, 0.002949236426502466, 0.018017003312706947]","[1.0, 0.0]"
"[-0.0062878732569515705, 0.19836966693401337, 0.0033095763064920902, -0.2737339437007904]","[0.0, 1.0]"
"[-0.002320479601621628, 0.003200655337423086, -0.002165102632716298, 0.019990986213088036]","[1.0, 0.0]"
"[-0.002256466541439295, 0.1983535885810852, -0.0017652828246355057, -0.2733742594718933]","[0.0, 1.0]"
"[0.0017106052255257964, 0.0032568706665188074, -0.00723276799544692, 0.018751362338662148]","[1.0, 0.0]"
"[0.001775742624886334, -0.1917606145143509, -0.00685774115845561, 0.3091435134410858]","[1.0, 0.0]"
"[-0.002059469697996974, 0.003458375344052911, -0.0006748705636709929, 0.014305763877928257]","[0.0, 1.0]"
"[-0.001990302000194788, 0.1985899955034256, -0.00038875528844073415, -0.27859002351760864]","[0.0, 1.0]"
"[0.001981497975066304, 0.0034735954832285643, -0.005960555747151375, 0.013970271684229374]","[1.0, 0.0]"
"[0.002050969749689102, -0.19156236946582794, -0.005681150127202272, 0.30476662516593933]","[1.0, 0.0]"
"[-0.0017802775837481022, 0.00364008080214262, 0.00041418237378820777, 0.010297429747879505]","[0.0, 1.0]"
"[-0.0017074759816750884, -0.19148780405521393, 0.0006201309734024107, 0.3031110167503357]","[1.0, 0.0]"
"[-0.005537231918424368, 0.003625299781560898, 0.006682351231575012, 0.010623720474541187]","[0.0, 1.0]"
"[-0.005464726127684116, 0.1986507773399353, 0.006894825492054224, -0.2799433767795563]","[0.0, 1.0]"
"[-0.0014917104272171855, 0.003431159071624279, 0.0012959580635651946, 0.014906162396073341]","[1.0, 0.0]"
"[-0.0014230873202905059, 0.1985345035791397, 0.001594081288203597, -0.27736759185791016]","[0.0, 1.0]"
"[0.0025476026348769665, 0.003389843972399831, -0.003953270614147186, 0.015817679464817047]","[1.0, 0.0]"
"[0.002615399658679962, -0.19167518615722656, -0.0036369168665260077, 0.3072506785392761]","[1.0, 0.0]"
"[-0.0012181041529402137, 0.003498395439237356, 0.0025080968625843525, 0.013422993011772633]","[0.0, 1.0]"
"[-0.0011481363326311111, 0.19858428835868835, 0.002776556648313999, -0.2784675359725952]","[0.0, 1.0]"
"[0.0028235495556145906, 0.0034228370059281588, -0.00279279425740242, 0.015089808963239193]","[1.0, 0.0]"
"[0.0028920061886310577, -0.19165894389152527, -0.002490998012945056, 0.3068902790546417]","[1.0, 0.0]"
"[-0.000941172824241221, 0.003498407080769539, 0.0036468072794377804, 0.013422787189483643]","[0.0, 1.0]"
"[-0.0008712046546861529, 0.19856786727905273, 0.003915262874215841, -0.27810731530189514]","[0.0, 1.0]"
"[0.0031001525931060314, 0.0033902821596711874, -0.001646882970817387, 0.015807919204235077]","[1.0, 0.0]"
"[0.0031679582316428423, 0.19853581488132477, -0.001330724568106234, -0.27739417552948]","[0.0, 1.0]"
"[0.007138674613088369, 0.0034328715410083532, -0.006878607906401157, 0.01486875768750906]","[1.0, 0.0]"
"[0.00720733217895031, -0.19158975780010223, -0.006581232883036137, 0.30537348985671997]","[1.0, 0.0]"
"[0.003375536762177944, 0.0036253558937460184, -0.0004737629205919802, 0.010622289031744003]","[0.0, 1.0]"
"[0.0034480439499020576, -0.1914898008108139, -0.00026131715276278555, 0.30315569043159485]","[1.0, 0.0]"
"[-0.00038175200461409986, 0.003635876812040806, 0.005801796913146973, 0.010390371084213257]","[0.0, 1.0]"
"[-0.0003090344544034451, 0.19867414236068726, 0.006009604316204786, -0.28045639395713806]","[0.0, 1.0]"
"[0.0036644483916461468, 0.0034669851884245872, 0.0004004765360150486, 0.014115876518189907]","[1.0, 0.0]"
"[0.003733788151293993, 0.19858318567276, 0.0006827940815128386, -0.2784406542778015]","[0.0, 1.0]"
"[0.007705451920628548, 0.0034515056759119034, -0.004886019509285688, 0.014457532204687595]","[1.0, 0.0]"
"[0.007774482015520334, -0.191600039601326, -0.00459686852991581, 0.30559486150741577]","[1.0, 0.0]"
"[0.003942481242120266, 0.003587121143937111, 0.0015150286490097642, 0.011465751565992832]","[0.0, 1.0]"
"[0.00401422381401062, -0.19155652821063995, 0.0017443436663597822, 0.30462631583213806]","[1.0, 0.0]"
"[0.00018309328879695386, 0.0035405245143920183, 0.007836869917809963, 0.012494010850787163]","[0.0, 1.0]"
"[0.00025390376686118543, 0.19854921102523804, 0.008086750283837318, -0.2777060270309448]","[0.0, 1.0]"
"[0.004224888049066067, 0.003312833607196808, 0.0025326295290142298, 0.017516449093818665]","[1.0, 0.0]"
"[0.004291144665330648, 0.19839836657047272, 0.0028829583898186684, -0.2743663191795349]","[0.0, 1.0]"
"[0.008259112015366554, 0.003235406242311001, -0.002604368142783642, 0.019224492833018303]","[1.0, 0.0]"
"[0.008323820307850838, 0.19839461147785187, -0.002219878137111664, -0.27427899837493896]","[0.0, 1.0]"
"[0.012291712686419487, 0.003304402343928814, -0.00770545843988657, 0.017702942714095116]","[1.0, 0.0]"
"[0.012357800267636776, -0.19170619547367096, -0.007351399399340153, 0.30794477462768555]","[1.0, 0.0]"
"[0.008523676544427872, 0.0035197241231799126, -0.0011925038415938616, 0.012952514924108982]","[0.0, 1.0]"
"[0.008594070561230183, -0.19158510863780975, -0.0009334534988738596, 0.30525895953178406]","[1.0, 0.0]"
"[0.004762368742376566, 0.003550136461853981, 0.0051717255264520645, 0.012281784787774086]","[0.0, 1.0]"
"[0.004833371844142675, 0.19859753549098969, 0.00541736138984561, -0.278764933347702]","[0.0, 1.0]"
"[0.008805322460830212, 0.003398725064471364, -0.00015793716011103243, 0.015621695667505264]","[1.0, 0.0]"
"[0.008873296901583672, 0.19852294027805328, 0.00015449675265699625, -0.2771110534667969]","[0.0, 1.0]"
"[0.012843756005167961, 0.0033987860661000013, -0.005387724377214909, 0.01562059298157692]","[1.0, 0.0]"
"[0.012911731377243996, -0.19164548814296722, -0.005075312685221434, 0.3065987825393677]","[1.0, 0.0]"
"[0.00907882209867239, 0.0035484181717038155, 0.0010566628770902753, 0.012319549918174744]","[0.0, 1.0]"
"[0.009149789810180664, -0.19158867001533508, 0.00130305381026119, 0.30533567070961]","[1.0, 0.0]"
"[0.005318016745150089, 0.003514686832204461, 0.007409767247736454, 0.013063988648355007]","[0.0, 1.0]"
"[0.005388310179114342, 0.19852958619594574, 0.007671047002077103, -0.27727189660072327]","[0.0, 1.0]"
"[0.009358902461826801, 0.0032990477047860622, 0.0021256094332784414, 0.017820579931139946]","[1.0, 0.0]"
"[0.00942488294094801, 0.19839045405387878, 0.0024820209946483374, -0.2741909325122833]","[0.0, 1.0]"
"[0.013392692431807518, 0.003233174094930291, -0.0030017977114766836, 0.019273791462183]","[1.0, 0.0]"
"[0.01345735602080822, 0.19839803874492645, -0.002616321900859475, -0.2743547260761261]","[0.0, 1.0]"
"[0.01742531731724739, 0.0033135213889181614, -0.008103416301310062, 0.017501862719655037]","[1.0, 0.0]"
"[0.01749158650636673, -0.19169127941131592, -0.007753379177302122, 0.30761709809303284]","[1.0, 0.0]"
"[0.013657761737704277, 0.0035402814392000437, -0.0016010372200980783, 0.012499071657657623]","[0.0, 1.0]"
"[0.013728567399084568, -0.19155867397785187, -0.0013510558055713773, 0.3046764135360718]","[1.0, 0.0]"
"[0.009897393174469471, 0.003582506673410535, 0.004742472432553768, 0.011567710898816586]","[0.0, 1.0]"
"[0.009969043545424938, 0.19863612949848175, 0.004973826929926872, -0.2796151340007782]","[0.0, 1.0]"
"[0.013941765762865543, 0.003443575231358409, -0.000618476013187319, 0.014632358215749264]","[1.0, 0.0]"
"[0.014010637998580933, -0.1916694939136505, -0.00032582884887233377, 0.30712008476257324]","[1.0, 0.0]"
"[0.01017724722623825, 0.003457091748714447, 0.0058165728114545345, 0.014334416948258877]","[0.0, 1.0]"
"[0.010246389545500278, 0.19849514961242676, 0.00610326137393713, -0.2765076458454132]","[0.0, 1.0]"
"[0.014216292649507523, 0.0032866536639630795, 0.0005731081473641098, 0.018093980848789215]","[1.0, 0.0]"
"[0.014282025396823883, 0.1984003782272339, 0.0009349877364002168, -0.2744080722332001]","[0.0, 1.0]"
"[0.018250033259391785, 0.0032651021610945463, -0.004553173668682575, 0.01856960728764534]","[1.0, 0.0]"
"[0.018315335735678673, -0.19179125130176544, -0.004181781318038702, 0.3098124861717224]","[1.0, 0.0]"
"[0.014479509554803371, 0.003390025580301881, 0.002014468191191554, 0.015813680365681648]","[0.0, 1.0]"
"[0.014547310769557953, 0.19848303496837616, 0.0023307418450713158, -0.2762329876422882]","[0.0, 1.0]"
"[0.018516970798373222, 0.00332790263928473, -0.0031939176842570305, 0.01718415506184101]","[1.0, 0.0]"
"[0.018583528697490692, -0.19174809753894806, -0.002850234741345048, 0.30885764956474304]","[1.0, 0.0]"
"[0.014748566783964634, 0.0034143475349992514, 0.003326918464154005, 0.015277205966413021]","[0.0, 1.0]"
"[0.014816854149103165, 0.19848842918872833, 0.0036324625834822655, -0.27635419368743896]","[0.0, 1.0]"
"[0.01878662221133709, 0.0033148424699902534, -0.0018946211785078049, 0.01747220568358898]","[1.0, 0.0]"
"[0.018852919340133667, -0.19177988171577454, -0.001545177074149251, 0.3095567524433136]","[1.0, 0.0]"
"[0.015017321333289146, 0.003364046337082982, 0.004645958077162504, 0.01638692431151867]","[0.0, 1.0]"
"[0.015084602870047092, 0.19841906428337097, 0.004973696544766426, -0.2748265266418457]","[0.0, 1.0]"
"[0.019052984192967415, 0.003226501401513815, -0.000522834190633148, 0.019420944154262543]","[1.0, 0.0]"
"[0.019117513671517372, 0.19835594296455383, -0.00013441528426483274, -0.27342689037323]","[0.0, 1.0]"
"[0.02308463305234909, 0.0032359138131141663, -0.005602953024208546, 0.019213631749153137]","[1.0, 0.0]"
"[0.02314935065805912, -0.19180524349212646, -0.00521868048235774, 0.3101235032081604]","[1.0, 0.0]"
"[0.01931324601173401, 0.0033906761091202497, 0.0009837895631790161, 0.01579933799803257]","[0.0, 1.0]"
"[0.01938105933368206, 0.19849850237369537, 0.0012997763697057962, -0.2765730321407318]","[0.0, 1.0]"
"[0.02335103042423725, 0.003358033951371908, -0.004231684375554323, 0.016519565135240555]","[1.0, 0.0]"
"[0.023418189957737923, -0.1917029768228531, -0.0039012928027659655, 0.30786433815956116]","[1.0, 0.0]"
"[0.019584130495786667, 0.00347434775903821, 0.002255994128063321, 0.013953613117337227]","[0.0, 1.0]"
"[0.019653618335723877, -0.19167988002300262, 0.002535066334530711, 0.30734747648239136]","[1.0, 0.0]"
"[0.01582002080976963, 0.0034058522433042526, 0.008682016283273697, 0.015465122647583485]","[0.0, 1.0]"
"[0.015888137742877007, 0.19840222597122192, 0.008991318754851818, -0.2744659185409546]","[0.0, 1.0]"
"[0.019856182858347893, 0.003153146244585514, 0.003501999657601118, 0.021039258688688278]","[1.0, 0.0]"
"[0.019919244572520256, 0.19822469353675842, 0.003922784700989723, -0.2705366909503937]","[0.0, 1.0]"
"[0.023883739486336708, 0.003046991303563118, -0.0014879489317536354, 0.023380914703011513]","[1.0, 0.0]"
"[0.023944679647684097, 0.19819025695323944, -0.0010203307028859854, -0.26977109909057617]","[0.0, 1.0]"
"[0.027908483520150185, 0.0030828737653791904, -0.0064157526940107346, 0.022589828819036484]","[1.0, 0.0]"
"[0.027970140799880028, -0.19194649159908295, -0.005963956005871296, 0.3132416307926178]","[1.0, 0.0]"
"[0.024131212383508682, 0.003259917488321662, 0.0003008763596881181, 0.018683839589357376]","[0.0, 1.0]"
"[0.024196410551667213, 0.1983775496482849, 0.0006745531572960317, -0.27390414476394653]","[0.0, 1.0]"
"[0.028163960203528404, 0.003245983272790909, -0.004803529940545559, 0.018991462886333466]","[1.0, 0.0]"
"[0.0282288808375597, -0.19180674850940704, -0.004423700273036957, 0.3101549446582794]","[1.0, 0.0]"
"[0.0243927463889122, 0.003377946326509118, 0.0017793986480683088, 0.016080211848020554]","[0.0, 1.0]"
"[0.024460304528474808, 0.19847433269023895, 0.002101002959534526, -0.2760407626628876]","[0.0, 1.0]"
"[0.0284297913312912, 0.003322470234706998, -0.0034198123030364513, 0.017304079607129097]","[1.0, 0.0]"
"[0.028496241196990013, -0.19175027310848236, -0.0030737307388335466, 0.30890604853630066]","[1.0, 0.0]"
"[0.024661235511302948, 0.003415341256186366, 0.0031043903436511755, 0.015255346894264221]","[0.0, 1.0]"
"[0.024729542434215546, 0.198492631316185, 0.0034094974398612976, -0.27644649147987366]","[0.0, 1.0]"
"[0.028699394315481186, 0.0033222066704183817, -0.0021194324363023043, 0.01730983704328537]","[1.0, 0.0]"
"[0.028765838593244553, -0.1917692869901657, -0.0017732357373461127, 0.3093233108520508]","[1.0, 0.0]"
"[0.024930452927947044, 0.0033778862562030554, 0.00441323034465313, 0.016081677749753]","[0.0, 1.0]"
"[0.02499801106750965, 0.19843627512454987, 0.004734863992780447, -0.2752055525779724]","[0.0, 1.0]"
"[0.028966736048460007, 0.0032470840960741043, -0.0007692473009228706, 0.018966978415846825]","[1.0, 0.0]"
"[0.029031677171587944, -0.19186381995677948, -0.00038990777102299035, 0.31140708923339844]","[1.0, 0.0]"
"[0.025194400921463966, 0.0032636772375553846, 0.005838234443217516, 0.018601233139634132]","[0.0, 1.0]"
"[0.025259675458073616, 0.19830141961574554, 0.006210258696228266, -0.2722339630126953]","[0.0, 1.0]"
"[0.029225703328847885, 0.0030914037488400936, 0.0007655796362087131, 0.022401217371225357]","[1.0, 0.0]"
"[0.029287531971931458, 0.19820237159729004, 0.0012136040022596717, -0.2700400650501251]","[0.0, 1.0]"
"[0.033251579850912094, 0.0030631187837570906, -0.004187197424471378, 0.0230253953486681]","[1.0, 0.0]"
"[0.0333128422498703, -0.19199854135513306, -0.00372668937779963, 0.3143842816352844]","[1.0, 0.0]"
"[0.029472870752215385, 0.003176304744556546, 0.0025609962176531553, 0.020528407767415047]","[0.0, 1.0]"
"[0.029536396265029907, 0.19826143980026245, 0.002971564419567585, -0.2713454067707062]","[0.0, 1.0]"
"[0.033501625061035156, 0.0030972070526331663, -0.0024553434923291206, 0.022273292765021324]","[1.0, 0.0]"
"[0.03356356918811798, 0.1982542872428894, -0.0020098777022212744, -0.2711833119392395]","[0.0, 1.0]"
"[0.03752865642309189, 0.003161070868372917, -0.007433543913066387, 0.02086501382291317]","[1.0, 0.0]"
"[0.03759187459945679, -0.19185349345207214, -0.007016243878751993, 0.3111933469772339]","[1.0, 0.0]"
"[0.03375480696558952, 0.0033677141182124615, -0.0007923769881017506, 0.016305973753333092]","[0.0, 1.0]"
"[0.033822160214185715, -0.19174286723136902, -0.00046625753748230636, 0.3087387979030609]","[1.0, 0.0]"
"[0.029987303540110588, 0.003385727060958743, 0.00570851843804121, 0.015908855944871902]","[0.0, 1.0]"
"[0.03005501814186573, 0.19842535257339478, 0.006026695482432842, -0.2749675214290619]","[0.0, 1.0]"
"[0.03402352333068848, 0.0032179304398596287, 0.0005273451679386199, 0.01961013302206993]","[1.0, 0.0]"
"[0.034087885171175, 0.1983323097229004, 0.0009195478050969541, -0.2729063630104065]","[0.0, 1.0]"
"[0.03805452957749367, 0.003197255078703165, -0.004538579378277063, 0.02006644941866398]","[1.0, 0.0]"
"[0.038118474185466766, -0.19185931980609894, -0.00413725059479475, 0.3113139569759369]","[1.0, 0.0]"
"[0.03428128734230995, 0.003321334021165967, 0.002089028712362051, 0.0173291377723217]","[0.0, 1.0]"
"[0.034347716718912125, -0.19183051586151123, 0.002435611328110099, 0.3106704354286194]","[1.0, 0.0]"
"[0.030511105433106422, 0.0032566520385444164, 0.008649020455777645, 0.01875663362443447]","[0.0, 1.0]"
"[0.03057623840868473, 0.19825351238250732, 0.009024152532219887, -0.27118492126464844]","[0.0, 1.0]"
"[0.034541308879852295, 0.0030039525590837, 0.0036004544235765934, 0.024330541491508484]","[1.0, 0.0]"
"[0.03460138663649559, 0.1980740875005722, 0.0040870653465390205, -0.26721423864364624]","[0.0, 1.0]"
"[0.03856286779046059, 0.0028940436895936728, -0.0012572193518280983, 0.02675498276948929]","[1.0, 0.0]"
"[0.03862075135111809, 0.19803400337696075, -0.0007221197010949254, -0.26632434129714966]","[0.0, 1.0]"
"[0.042581431567668915, 0.002922364277765155, -0.006048606708645821, 0.026130730286240578]","[1.0, 0.0]"
"[0.042639877647161484, -0.19211232662200928, -0.005525991786271334, 0.3168991208076477]","[1.0, 0.0]"
"[0.03879763185977936, 0.0030878977850079536, 0.0008119906415231526, 0.022478636354207993]","[0.0, 1.0]"
"[0.03885938972234726, 0.19819819927215576, 0.0012615633895620704, -0.26994797587394714]","[0.0, 1.0]"
"[0.04282335191965103, 0.0030582633335143328, -0.0041373963467776775, 0.023132575675845146]","[1.0, 0.0]"
"[0.04288451746106148, -0.19200411438941956, -0.003674744861200452, 0.31450724601745605]","[1.0, 0.0]"
"[0.03904443606734276, 0.0031699943356215954, 0.002615399891510606, 0.02066768892109394]","[0.0, 1.0]"
