observation,action
"[-0.4625560939311981, -0.14871138334274292, -0.00465630367398262, 0.23052194714546204]","[0.0, 1.0]"
"[-0.46553030610084534, 0.04647679254412651, -4.586502836900763e-05, -0.06362610310316086]","[1.0, 0.0]"
"[-0.4646007716655731, -0.14864450693130493, -0.0013183869887143373, 0.22904235124588013]","[0.0, 1.0]"
"[-0.4675736725330353, 0.04649626463651657, 0.003262459998950362, -0.0640561431646347]","[0.0, 1.0]"
"[-0.466643750667572, 0.24157129228115082, 0.0019813370890915394, -0.35570797324180603]","[1.0, 0.0]"
"[-0.4618123173713684, 0.046421222388744354, -0.0051328218542039394, -0.062400925904512405]","[1.0, 0.0]"
"[-0.46088388562202454, -0.14862675964832306, -0.006380840670317411, 0.22865815460681915]","[0.0, 1.0]"
"[-0.46385642886161804, 0.046585794538259506, -0.0018076775595545769, -0.06603066623210907]","[1.0, 0.0]"
"[-0.4629247188568115, -0.1485101878643036, -0.0031282908748835325, 0.22608137130737305]","[0.0, 1.0]"
"[-0.4658949077129364, 0.046656325459480286, 0.00139333656989038, -0.06758668273687363]","[1.0, 0.0]"
"[-0.46496179699897766, -0.14848557114601135, 4.160288881394081e-05, 0.2255355268716812]","[0.0, 1.0]"
"[-0.46793150901794434, 0.04663578048348427, 0.0045523131266236305, -0.06713428348302841]","[0.0, 1.0]"
"[-0.46699878573417664, 0.2416921705007553, 0.0032096276991069317, -0.35837745666503906]","[1.0, 0.0]"
"[-0.4621649384498596, 0.046524737030267715, -0.003957921639084816, -0.0646841898560524]","[1.0, 0.0]"
"[-0.461234450340271, -0.14854024350643158, -0.005251605529338121, 0.22674736380577087]","[0.0, 1.0]"
"[-0.464205265045166, 0.04665636643767357, -0.0007166580762714148, -0.0675874724984169]","[1.0, 0.0]"
"[-0.4632721245288849, -0.14845530688762665, -0.0020684076007455587, 0.2248692512512207]","[0.0, 1.0]"
"[-0.4662412405014038, 0.046696148812770844, 0.002428977517411113, -0.06846540421247482]","[1.0, 0.0]"
"[-0.4653072953224182, -0.1484605371952057, 0.0010596694191917777, 0.22498288750648499]","[0.0, 1.0]"
"[-0.4682765305042267, 0.046646248549222946, 0.005559327080845833, -0.06736559420824051]","[0.0, 1.0]"
"[-0.46734359860420227, 0.2416880577802658, 0.004212015308439732, -0.35828936100006104]","[1.0, 0.0]"
"[-0.4625098407268524, 0.046506479382514954, -0.0029537717346102, -0.06428125500679016]","[1.0, 0.0]"
"[-0.46157971024513245, -0.14857299625873566, -0.004239396657794714, 0.22746828198432922]","[0.0, 1.0]"
"[-0.4645511507987976, 0.04660927876830101, 0.00030996871646493673, -0.0665488913655281]","[1.0, 0.0]"
"[-0.4636189639568329, -0.14851711690425873, -0.001021009054966271, 0.22623181343078613]","[0.0, 1.0]"
"[-0.4665893316268921, 0.046619415283203125, 0.0035036273766309023, -0.06677299737930298]","[0.0, 1.0]"
"[-0.46565693616867065, 0.2416909635066986, 0.002168167382478714, -0.35834845900535583]","[1.0, 0.0]"
"[-0.460823118686676, 0.046538252383470535, -0.004998801741749048, -0.06498263776302338]","[1.0, 0.0]"
"[-0.4598923325538635, -0.14851167798042297, -0.006298454478383064, 0.22611895203590393]","[0.0, 1.0]"
"[-0.03737286478281021, 0.02914114110171795, 0.03100237250328064, -0.031091338023543358]","[0.0, 1.0]"
"[-0.036790043115615845, 0.22380509972572327, 0.030380545184016228, -0.31383371353149414]","[0.0, 1.0]"
"[-0.032313939183950424, 0.41848137974739075, 0.02410387061536312, -0.596782922744751]","[1.0, 0.0]"
"[-0.02394431084394455, 0.22303056716918945, 0.012168212793767452, -0.29660600423812866]","[1.0, 0.0]"
"[-0.019483700394630432, 0.027737289667129517, 0.006236093118786812, -0.00011038450611522421]","[0.0, 1.0]"
"[-0.018928954377770424, 0.22276926040649414, 0.006233885418623686, -0.2908192276954651]","[1.0, 0.0]"
"[-0.014473569579422474, 0.02755897119641304, 0.00041750038508325815, 0.003823242150247097]","[0.0, 1.0]"
"[-0.013922389596700668, 0.22267493605613708, 0.0004939652280882001, -0.28872793912887573]","[1.0, 0.0]"
"[-0.00946889165788889, 0.02754594013094902, -0.0052805934101343155, 0.004110748413950205]","[0.0, 1.0]"
"[-0.008917972445487976, 0.2227432280778885, -0.005198378581553698, -0.2902335822582245]","[1.0, 0.0]"
"[-0.004463107790797949, 0.027695782482624054, -0.011003050021827221, 0.0008053124183788896]","[0.0, 1.0]"
"[-0.003909192513674498, 0.2229737937450409, -0.01098694372922182, -0.2953287959098816]","[1.0, 0.0]"
"[0.0005502834683284163, 0.028010182082653046, -0.016893519088625908, -0.006131135858595371]","[0.0, 1.0]"
"[0.0011104871518909931, 0.2233702838420868, -0.01701614260673523, -0.30409592390060425]","[1.0, 0.0]"
"[0.005577892996370792, 0.02849491685628891, -0.023098060861229897, -0.01682770438492298]","[0.0, 1.0]"
"[0.006147791165858507, 0.22394037246704102, -0.02343461476266384, -0.31670790910720825]","[1.0, 0.0]"
"[0.010626598261296749, 0.029159920290112495, -0.029768774285912514, -0.031506605446338654]","[1.0, 0.0]"
"[0.011209797114133835, -0.1655227690935135, -0.030398905277252197, 0.2516373097896576]","[0.0, 1.0]"
"[0.007899342104792595, 0.030019788071513176, -0.02536615915596485, -0.05047690123319626]","[0.0, 1.0]"
"[0.008499737828969955, 0.2254961133003235, -0.026375697925686836, -0.3510538935661316]","[1.0, 0.0]"
"[0.013009659945964813, 0.030758986249566078, -0.033396776765584946, -0.06680338084697723]","[1.0, 0.0]"
"[0.01362483948469162, -0.16386863589286804, -0.034732844680547714, 0.21515843272209167]","[0.0, 1.0]"
"[0.010347466915845871, 0.031732212752103806, -0.030429674312472343, -0.08827528357505798]","[1.0, 0.0]"
"[0.010982111096382141, -0.16294065117835999, -0.03219518065452576, 0.19465388357639313]","[0.0, 1.0]"
"[0.0077232979238033295, 0.032626692205667496, -0.028302103281021118, -0.10800886154174805]","[1.0, 0.0]"
"[0.008375831879675388, -0.16207849979400635, -0.03046227991580963, 0.17561225593090057]","[0.0, 1.0]"
"[0.005134262144565582, 0.03346586972475052, -0.026950035244226456, -0.1265227347612381]","[1.0, 0.0]"
"[0.005803579464554787, -0.16125984489917755, -0.02948048897087574, 0.15753740072250366]","[0.0, 1.0]"
"[0.0025783826131373644, 0.034271515905857086, -0.02632974088191986, -0.14429819583892822]","[1.0, 0.0]"
"[0.003263812977820635, -0.16046366095542908, -0.029215704649686813, 0.1399632841348648]","[0.0, 1.0]"
"[5.453978883451782e-05, 0.03506428003311157, -0.026416439563035965, -0.16179166734218597]","[1.0, 0.0]"
"[0.0007558253710158169, -0.15966972708702087, -0.029652273282408714, 0.12244191020727158]","[0.0, 1.0]"
"[-0.0024375692009925842, 0.035864219069480896, -0.027203435078263283, -0.17944657802581787]","[1.0, 0.0]"
"[-0.0017202848102897406, -0.15885810554027557, -0.030792366713285446, 0.10453201085329056]","[0.0, 1.0]"
"[-0.00489744683727622, 0.03669128939509392, -0.028701726347208023, -0.19770453870296478]","[1.0, 0.0]"
"[-0.0041636209934949875, -0.1580086201429367, -0.03265581652522087, 0.08578789234161377]","[0.0, 1.0]"
"[-0.007323793601244688, 0.03756583482027054, -0.030940059572458267, -0.21701650321483612]","[1.0, 0.0]"
"[-0.006572477053850889, -0.15710046887397766, -0.035280387848615646, 0.06574827432632446]","[0.0, 1.0]"
"[-0.009714486077427864, 0.03850908204913139, -0.033965423703193665, -0.2378537356853485]","[1.0, 0.0]"
"[-0.008944304659962654, -0.15611158311367035, -0.03872250020503998, 0.0439249612390995]","[1.0, 0.0]"
"[-0.012066536583006382, -0.35065749287605286, -0.03784399852156639, 0.32414349913597107]","[0.0, 1.0]"
"[-0.01907968521118164, -0.15501768887043, -0.03136112913489342, 0.019770434126257896]","[1.0, 0.0]"
"[-0.022180039435625076, -0.3496761620044708, -0.030965721234679222, 0.30239593982696533]","[0.0, 1.0]"
"[-0.029173562303185463, -0.15412689745426178, -0.024917801842093468, 0.00011015937343472615]","[0.0, 1.0]"
"[-0.032256100326776505, 0.041343387216329575, -0.024915598332881927, -0.300329327583313]","[1.0, 0.0]"
"[-0.0314292348921299, -0.15341472625732422, -0.030922185629606247, -0.015607239678502083]","[1.0, 0.0]"
"[-0.03449752926826477, -0.3480798900127411, -0.03123432956635952, 0.26716122031211853]","[0.0, 1.0]"
"[-0.04145912453532219, -0.15252640843391418, -0.025891104713082314, -0.03520731255412102]","[1.0, 0.0]"
"[-0.0445096530020237, -0.34726768732070923, -0.026595251634716988, 0.24919557571411133]","[0.0, 1.0]"
"[-0.05145500600337982, -0.1517762392759323, -0.02161134034395218, -0.05175599828362465]","[0.0, 1.0]"
"[-0.05449053272604942, 0.04364882409572601, -0.022646460682153702, -0.351178377866745]","[1.0, 0.0]"
"[-0.053617555648088455, -0.1511438637971878, -0.029670028015971184, -0.06572174280881882]","[1.0, 0.0]"
"[-0.05664043501019478, -0.3458281457424164, -0.030984463170170784, 0.2174544334411621]","[0.0, 1.0]"
"[-0.06355699896812439, -0.1502772867679596, -0.026635373011231422, -0.08483905345201492]","[1.0, 0.0]"
"[-0.06656254082918167, -0.3450075089931488, -0.02833215519785881, 0.19932280480861664]","[0.0, 1.0]"
"[-0.07346269488334656, -0.1494920253753662, -0.024345699697732925, -0.10216125845909119]","[1.0, 0.0]"
"[-0.07645253092050552, -0.34425675868988037, -0.026388924568891525, 0.18274234235286713]","[0.0, 1.0]"
"[-0.08333766460418701, -0.148767352104187, -0.022734077647328377, -0.1181471198797226]","[1.0, 0.0]"
"[-0.08631301671266556, -0.34355631470680237, -0.025097019970417023, 0.16727758944034576]","[0.0, 1.0]"
"[-0.09318414330482483, -0.14808428287506104, -0.021751467138528824, -0.13321588933467865]","[1.0, 0.0]"
"[-0.09614582359790802, -0.3428880274295807, -0.02441578544676304, 0.15252617001533508]","[0.0, 1.0]"
"[-0.10300358384847641, -0.14742513000965118, -0.02136526256799698, -0.14775830507278442]","[1.0, 0.0]"
"[-0.10595209151506424, -0.34223470091819763, -0.02432042919099331, 0.13810846209526062]","[0.0, 1.0]"
"[-0.11279678344726562, -0.14677301049232483, -0.021558258682489395, -0.16214686632156372]","[1.0, 0.0]"
"[-0.11573224514722824, -0.3415798246860504, -0.02480119653046131, 0.12365779280662537]","[0.0, 1.0]"
"[-0.12256383895874023, -0.14611148834228516, -0.02232803963124752, -0.17674532532691956]","[1.0, 0.0]"
"[-0.1254860758781433, -0.34090691804885864, -0.02586294710636139, 0.10881106555461884]","[0.0, 1.0]"
"[-0.13230420649051666, -0.14542406797409058, -0.0236867256462574, -0.19191798567771912]","[1.0, 0.0]"
"[-0.13521268963813782, -0.3401992917060852, -0.02752508595585823, 0.09319966286420822]","[0.0, 1.0]"
"[-0.1420166790485382, -0.14469386637210846, -0.02566109225153923, -0.20803876221179962]","[1.0, 0.0]"
"[-0.1449105590581894, -0.33943966031074524, -0.029821867123246193, 0.07644023001194]","[1.0, 0.0]"
"[-0.15169934928417206, -0.5341216921806335, -0.02829306200146675, 0.3595670759677887]","[0.0, 1.0]"
"[-0.16238178312778473, -0.3386092185974121, -0.02110172063112259, 0.0580986849963665]","[1.0, 0.0]"
"[-0.16915395855903625, -0.5334223508834839, -0.01993974670767784, 0.344049870967865]","[0.0, 1.0]"
"[-0.1798224151134491, -0.33802250027656555, -0.013058749958872795, 0.04514647275209427]","[0.0, 1.0]"
"[-0.18658286333084106, -0.14271573722362518, -0.012155820615589619, -0.2516278326511383]","[1.0, 0.0]"
"[-0.18943718075752258, -0.337662011384964, -0.017188377678394318, 0.03719625622034073]","[1.0, 0.0]"
"[-0.19619041681289673, -0.5325333476066589, -0.016444452106952667, 0.3244068920612335]","[0.0, 1.0]"
"[-0.20684108138084412, -0.33718112111091614, -0.009956314228475094, 0.026583779603242874]","[1.0, 0.0]"
"[-0.21358470618724823, -0.5321589112281799, -0.009424638003110886, 0.3161088228225708]","[0.0, 1.0]"
"[-0.2242278754711151, -0.33690398931503296, -0.0031024618074297905, 0.02046865038573742]","[0.0, 1.0]"
"[-0.23096595704555511, -0.1417376697063446, -0.002693088725209236, -0.27319151163101196]","[1.0, 0.0]"
"[-0.2338007092475891, -0.3368210792541504, -0.008156918920576572, 0.018640780821442604]","[1.0, 0.0]"
"[-0.2405371367931366, -0.5318251252174377, -0.007784103509038687, 0.30873897671699524]","[0.0, 1.0]"
"[-0.25117364525794983, -0.3365931212902069, -0.0016093238955363631, 0.013611364178359509]","[1.0, 0.0]"
"[-0.257905513048172, -0.5316919684410095, -0.0013370965607464314, 0.3057861030101776]","[0.0, 1.0]"
"[-0.26853933930397034, -0.3365509808063507, 0.004778625443577766, 0.012681782245635986]","[0.0, 1.0]"
"[-0.27527037262916565, -0.1414978802204132, 0.005032260902225971, -0.2784896194934845]","[1.0, 0.0]"
"[-0.27810031175613403, -0.3366912603378296, -0.0005375312175601721, 0.01577622815966606]","[1.0, 0.0]"
"[-0.2848341464996338, -0.5318055152893066, -0.0002220066380687058, 0.308289498090744]","[0.0, 1.0]"
"[-0.295470267534256, -0.3366803824901581, 0.005943783558905125, 0.015536575578153133]","[1.0, 0.0]"
"[-0.30220386385917664, -0.5318870544433594, 0.006254515144973993, 0.3100889027118683]","[0.0, 1.0]"
"[-0.31284159421920776, -0.3368547856807709, 0.01245629321783781, 0.01938500627875328]","[0.0, 1.0]"
"[-0.31957870721817017, -0.14191366732120514, 0.012843993492424488, -0.26934194564819336]","[1.0, 0.0]"
"[-0.3224169611930847, -0.3372165262699127, 0.0074571543373167515, 0.027364233508706093]","[1.0, 0.0]"
"[-0.32916131615638733, -0.5324446558952332, 0.008004439063370228, 0.322390615940094]","[0.0, 1.0]"
"[-0.33981019258499146, -0.33743757009506226, 0.014452251605689526, 0.032242678105831146]","[0.0, 1.0]"
"[-0.34655895829200745, -0.1425258219242096, 0.01509710494428873, -0.2558456063270569]","[1.0, 0.0]"
"[-0.34940946102142334, -0.3378600478172302, 0.009980193339288235, 0.04156070947647095]","[0.0, 1.0]"
"[-0.35616666078567505, -0.14288261532783508, 0.01081140711903572, -0.24795673787593842]","[1.0, 0.0]"
"[-0.359024316072464, -0.3381572663784027, 0.005852272268384695, 0.048116642981767654]","[1.0, 0.0]"
"[-0.36578747630119324, -0.5333626866340637, 0.006814605090767145, 0.3426402509212494]","[0.0, 1.0]"
"[-0.3764547109603882, -0.33833831548690796, 0.013667410239577293, 0.05211401358246803]","[0.0, 1.0]"
"[-0.38322147727012634, -0.14341497421264648, 0.01470969058573246, -0.23622559010982513]","[1.0, 0.0]"
"[-0.3860897719860077, -0.3387439548969269, 0.009985178709030151, 0.06106068566441536]","[0.0, 1.0]"
"[-0.3928646743297577, -0.1437665969133377, 0.01120639219880104, -0.22845520079135895]","[1.0, 0.0]"
"[-0.39574000239372253, -0.3390468955039978, 0.006637288257479668, 0.06774144619703293]","[1.0, 0.0]"
"[-0.40252092480659485, -0.5342633724212646, 0.007992117665708065, 0.3625110685825348]","[0.0, 1.0]"
"[-0.41320618987083435, -0.3392558991909027, 0.015242339111864567, 0.07235889136791229]","[0.0, 1.0]"
"[-0.41999131441116333, -0.14435575902462006, 0.016689516603946686, -0.21547630429267883]","[1.0, 0.0]"
"[-0.4228784441947937, -0.3397122919559479, 0.012379989959299564, 0.08242415636777878]","[1.0, 0.0]"
"[-0.4296726882457733, -0.535009503364563, 0.014028473757207394, 0.3789871335029602]","[0.0, 1.0]"
"[-0.44037285447120667, -0.3400895297527313, 0.02160821668803692, 0.0907602310180664]","[0.0, 1.0]"
"[-0.44717466831207275, -0.14528386294841766, 0.023423420265316963, -0.19502773880958557]","[1.0, 0.0]"
"[-0.45008033514022827, -0.3407329022884369, 0.01952286623418331, 0.10495124757289886]","[0.0, 1.0]"
"[-0.45689499378204346, -0.1458960920572281, 0.021621890366077423, -0.18150891363620758]","[1.0, 0.0]"
"[-0.4598129093647003, -0.341320663690567, 0.01799171231687069, 0.11791574954986572]","[0.0, 1.0]"
"[-0.46663933992385864, -0.14646105468273163, 0.020350027829408646, -0.1690370738506317]","[1.0, 0.0]"
"[-0.46956855058670044, -0.3418682813644409, 0.016969285905361176, 0.12999556958675385]","[0.0, 1.0]"
"[-0.47640591859817505, -0.1469934731721878, 0.019569197669625282, -0.15728582441806793]","[1.0, 0.0]"
"[-0.47934576869010925, -0.3423900604248047, 0.016423480585217476, 0.1415059119462967]","[0.0, 1.0]"
"[-0.48619359731674194, -0.14750713109970093, 0.019253600388765335, -0.1459507793188095]","[1.0, 0.0]"
"[-0.4891437292098999, -0.3428994417190552, 0.01633458398282528, 0.15274357795715332]","[0.0, 1.0]"
"[-0.4960017204284668, -0.14801514148712158, 0.019389456138014793, -0.13474172353744507]","[1.0, 0.0]"
"[-0.49896201491355896, -0.34340935945510864, 0.016694622114300728, 0.1639946848154068]","[0.0, 1.0]"
"[-0.5058302283287048, -0.14853033423423767, 0.019974514842033386, -0.12337514013051987]","[1.0, 0.0]"
"[-0.5088008046150208, -0.3439326882362366, 0.01750701293349266, 0.17554201185703278]","[0.0, 1.0]"
"[-0.5156794786453247, -0.14906559884548187, 0.021017853170633316, -0.11156702041625977]","[1.0, 0.0]"
"[-0.5186607837677002, -0.34448230266571045, 0.018786512315273285, 0.18767210841178894]","[0.0, 1.0]"
"[-0.5255504250526428, -0.14963410794734955, 0.022539954632520676, -0.09902570396661758]","[1.0, 0.0]"
"[-0.5285431146621704, -0.3450717329978943, 0.020559439435601234, 0.20068244636058807]","[0.0, 1.0]"
"[-0.5354445576667786, -0.15024976432323456, 0.02457308955490589, -0.08544469624757767]","[1.0, 0.0]"
"[-0.5384495258331299, -0.34571516513824463, 0.022864194586873055, 0.21488866209983826]","[0.0, 1.0]"
"[-0.5453638434410095, -0.15092743933200836, 0.027161968871951103, -0.07049508392810822]","[1.0, 0.0]"
"[-0.5483824014663696, -0.3464280664920807, 0.02575206570327282, 0.23063230514526367]","[0.0, 1.0]"
"[-0.5553109645843506, -0.15168337523937225, 0.030364712700247765, -0.05381758511066437]","[1.0, 0.0]"
"[-0.5583446025848389, -0.3472272455692291, 0.029288360849022865, 0.24828888475894928]","[0.0, 1.0]"
"[-0.5652891397476196, -0.1525355577468872, 0.03425413742661476, -0.035013869404792786]","[1.0, 0.0]"
"[-0.5683398842811584, -0.34813156723976135, 0.03355386108160019, 0.26827675104141235]","[0.0, 1.0]"
"[-0.5753024816513062, -0.1535041332244873, 0.038919396698474884, -0.01363707147538662]","[1.0, 0.0]"
"[-0.578372597694397, -0.3491619825363159, 0.03864665329456329, 0.29106688499450684]","[0.0, 1.0]"
"[-0.585355818271637, -0.15461179614067078, 0.044467993080616, 0.01081879436969757]","[0.0, 1.0]"
"[-0.5884480476379395, 0.039845146238803864, 0.04468436911702156, -0.26750898361206055]","[1.0, 0.0]"
"[-0.5876511335372925, -0.15588510036468506, 0.039334189146757126, 0.0389261394739151]","[0.0, 1.0]"
"[-0.5907688736915588, 0.038651373237371445, 0.04011271148920059, -0.24109159409999847]","[1.0, 0.0]"
"[-0.5899958610534668, -0.1570199429988861, 0.035290878266096115, 0.06396925449371338]","[0.0, 1.0]"
"[-0.5931362509727478, 0.03757872432470322, 0.036570265889167786, -0.21737362444400787]","[1.0, 0.0]"
"[-0.5923846364021301, -0.1580464094877243, 0.03222279250621796, 0.08661714196205139]","[0.0, 1.0]"
"[-0.5955455899238586, 0.03659919276833534, 0.03395513445138931, -0.19572784006595612]","[1.0, 0.0]"
"[-0.5948135852813721, -0.15899159014225006, 0.030040578916668892, 0.10747011005878448]","[0.0, 1.0]"
"[-0.5979934334754944, 0.03568728268146515, 0.032189980149269104, -0.17558583617210388]","[1.0, 0.0]"
"[-0.5972796678543091, -0.15988020598888397, 0.02867826446890831, 0.12707564234733582]","[0.0, 1.0]"
"[-0.6004772782325745, 0.03481941670179367, 0.03121977671980858, -0.1564234495162964]","[1.0, 0.0]"
"[-0.5997809171676636, -0.16073529422283173, 0.02809130772948265, 0.1459428071975708]","[0.0, 1.0]"
"[-0.6029956340789795, 0.033973343670368195, 0.031010163947939873, -0.1377471685409546]","[1.0, 0.0]"
"[-0.60231614112854, -0.1615787297487259, 0.028255220502614975, 0.16455544531345367]","[0.0, 1.0]"
"[-0.6055477261543274, 0.033127594739198685, 0.03154632821679115, -0.1190815344452858]","[1.0, 0.0]"
"[-0.6048851609230042, -0.16243180632591248, 0.029164699837565422, 0.1833847016096115]","[0.0, 1.0]"
"[-0.6081337928771973, 0.032260961830616, 0.03283239156007767, -0.09995705634355545]","[1.0, 0.0]"
"[-0.6074885725975037, -0.1633157730102539, 0.030833251774311066, 0.2029009312391281]","[0.0, 1.0]"
"[-0.6107549071311951, 0.0313519649207592, 0.034891270101070404, -0.07989834249019623]","[1.0, 0.0]"
"[-0.610127866268158, -0.16425234079360962, 0.03329330310225487, 0.22358548641204834]","[0.0, 1.0]"
"[-0.6134129166603088, 0.03037833422422409, 0.0377650149166584, -0.05841231346130371]","[1.0, 0.0]"
"[-0.6128053665161133, -0.16526417434215546, 0.036596767604351044, 0.24594248831272125]","[0.0, 1.0]"
"[-0.616110622882843, 0.0293164923787117, 0.041515614837408066, -0.034976039081811905]","[1.0, 0.0]"
"[-0.6155242919921875, -0.16637545824050903, 0.04081609472632408, 0.27051103115081787]","[0.0, 1.0]"
"[-0.6188517808914185, 0.028140999376773834, 0.04622631520032883, -0.009024030528962612]","[0.0, 1.0]"
"[-0.6182889938354492, 0.22257056832313538, 0.04604583606123924, -0.28677114844322205]","[1.0, 0.0]"
"[-0.6138375997543335, 0.026823222637176514, 0.040310412645339966, 0.020071357488632202]","[0.0, 1.0]"
"[-0.6133010983467102, 0.22134459018707275, 0.040711838752031326, -0.2596256136894226]","[1.0, 0.0]"
"[-0.6088742017745972, 0.02566581219434738, 0.035519327968358994, 0.04561531916260719]","[0.0, 1.0]"
"[-0.6083608865737915, 0.22026090323925018, 0.036431632936000824, -0.23565272986888885]","[1.0, 0.0]"
"[-0.6039556860923767, 0.024637898430228233, 0.03171858191490173, 0.06829560548067093]","[0.0, 1.0]"
"[-0.6034629344940186, 0.219291090965271, 0.03308449313044548, -0.21421360969543457]","[1.0, 0.0]"
"[-0.5990771055221558, 0.02371213771402836, 0.028800219297409058, 0.08871933072805405]","[0.0, 1.0]"
"[-0.598602831363678, 0.2184096872806549, 0.030574606731534004, -0.19473978877067566]","[1.0, 0.0]"
"[-0.5942346453666687, 0.022864028811454773, 0.026679810136556625, 0.1074291467666626]","[0.0, 1.0]"
"[-0.5937773585319519, 0.2175936996936798, 0.028828393667936325, -0.17671845853328705]","[1.0, 0.0]"
"[-0.5894255042076111, 0.022071294486522675, 0.025294024497270584, 0.1249176487326622]","[0.0, 1.0]"
"[-0.5889840722084045, 0.21682192385196686, 0.027792377397418022, -0.15967918932437897]","[1.0, 0.0]"
"[-0.5846476554870605, 0.021313326433300972, 0.02459879405796528, 0.14164035022258759]","[0.0, 1.0]"
"[-0.584221363067627, 0.21607449650764465, 0.02743159979581833, -0.143181711435318]","[1.0, 0.0]"
"[-0.5798999071121216, 0.020570645108819008, 0.024567965418100357, 0.15802761912345886]","[0.0, 1.0]"
"[-0.5794884562492371, 0.21533238887786865, 0.027728518471121788, -0.12680459022521973]","[1.0, 0.0]"
"[-0.5751818418502808, 0.01982441172003746, 0.02519242651760578, 0.17449578642845154]","[0.0, 1.0]"
"[-0.5747853517532349, 0.21457692980766296, 0.028682343661785126, -0.11013448983430862]","[0.0, 1.0]"
"[-0.5704938173294067, 0.4092763662338257, 0.026479652151465416, -0.39363208413124084]","[1.0, 0.0]"
"[-0.5623082518577576, 0.21378888189792633, 0.018607011064887047, -0.09271953254938126]","[1.0, 0.0]"
"[-0.5580325126647949, 0.018405240029096603, 0.01675262115895748, 0.20577533543109894]","[0.0, 1.0]"
"[-0.5576643943786621, 0.21328367292881012, 0.020868126302957535, -0.08157625049352646]","[0.0, 1.0]"
"[-0.5533987283706665, 0.4081003665924072, 0.019236601889133453, -0.3676028847694397]","[1.0, 0.0]"
"[-0.5452367067337036, 0.2127104252576828, 0.011884544044733047, -0.06891697645187378]","[0.0, 1.0]"
"[-0.5409824848175049, 0.40765997767448425, 0.010506205260753632, -0.35782670974731445]","[1.0, 0.0]"
"[-0.5328292846679688, 0.2123902589082718, 0.003349670907482505, -0.06184951215982437]","[0.0, 1.0]"
"[-0.5285815000534058, 0.40746402740478516, 0.0021126805804669857, -0.3534737229347229]","[1.0, 0.0]"
"[-0.5204322338104248, 0.21231210231781006, -0.0049567935056984425, -0.06012534722685814]","[1.0, 0.0]"
"[-0.516185998916626, 0.0172615647315979, -0.006159300450235605, 0.23098956048488617]","[0.0, 1.0]"
"[-0.5158407688140869, 0.21247097849845886, -0.0015395093942061067, -0.06362983584403992]","[0.0, 1.0]"
"[-0.5115913152694702, 0.40761497616767883, -0.0028121061623096466, -0.35679808259010315]","[1.0, 0.0]"
"[-0.5034390091896057, 0.2125331163406372, -0.009948068298399448, -0.06500321626663208]","[1.0, 0.0]"
"[-0.4991883635520935, 0.017555195838212967, -0.011248132213950157, 0.22452451288700104]","[0.0, 1.0]"
"[-0.49883726239204407, 0.21283608675003052, -0.006757642142474651, -0.07168518006801605]","[1.0, 0.0]"
"[-0.49458053708076477, 0.017811665311455727, -0.008191346190869808, 0.2188580334186554]","[0.0, 1.0]"
"[-0.49422430992126465, 0.2130497395992279, -0.0038141850382089615, -0.07639748603105545]","[0.0, 1.0]"
"[-0.4899633228778839, 0.4082261621952057, -0.005342134740203619, -0.3702813684940338]","[1.0, 0.0]"
"[-0.48179879784584045, 0.2131805270910263, -0.01274776179343462, -0.07928764075040817]","[1.0, 0.0]"
"[-0.4775351881980896, 0.018243612721562386, -0.014333514496684074, 0.2093462198972702]","[0.0, 1.0]"
"[-0.47717028856277466, 0.2135675549507141, -0.010146589949727058, -0.08782349526882172]","[1.0, 0.0]"
"[-0.4728989601135254, 0.01859249919652939, -0.011903059668838978, 0.20164097845554352]","[0.0, 1.0]"
"[-0.47252708673477173, 0.21388264000415802, -0.00787024013698101, -0.09477290511131287]","[0.0, 1.0]"
"[-0.46824944019317627, 0.4091165065765381, -0.009765698574483395, -0.3899284601211548]","[1.0, 0.0]"
"[-0.46006712317466736, 0.21413451433181763, -0.01756426692008972, -0.10034047812223434]","[1.0, 0.0]"
"[-0.4557844400405884, 0.019268633797764778, -0.019571077078580856, 0.1867496222257614]","[0.0, 1.0]"
"[-0.4553990662097931, 0.21466505527496338, -0.015836084261536598, -0.1120423972606659]","[1.0, 0.0]"
"[-0.4511057436466217, 0.019773555919528008, -0.018076932057738304, 0.17560257017612457]","[0.0, 1.0]"
"[-0.4507102966308594, 0.21514949202537537, -0.014564881101250648, -0.12272776663303375]","[1.0, 0.0]"
"[-0.446407288312912, 0.020239196717739105, -0.01701943576335907, 0.16532473266124725]","[0.0, 1.0]"
"[-0.4460025131702423, 0.21560059487819672, -0.01371294166892767, -0.13267838954925537]","[1.0, 0.0]"
"[-0.44169050455093384, 0.020677724853157997, -0.016366509720683098, 0.1556469351053238]","[0.0, 1.0]"
"[-0.4412769377231598, 0.21603013575077057, -0.013253571465611458, -0.14215397834777832]","[1.0, 0.0]"
"[-0.43695634603500366, 0.02110048569738865, -0.016096651554107666, 0.14631839096546173]","[0.0, 1.0]"
"[-0.4365343451499939, 0.21644920110702515, -0.013170283287763596, -0.1513989418745041]","[1.0, 0.0]"
"[-0.43220534920692444, 0.021518293768167496, -0.016198262572288513, 0.13710011541843414]","[0.0, 1.0]"
"[-0.43177497386932373, 0.21686846017837524, -0.013456259854137897, -0.16064877808094025]","[1.0, 0.0]"
"[-0.42743760347366333, 0.021941715851426125, -0.01666923612356186, 0.12775884568691254]","[0.0, 1.0]"
