observation,action
"[-0.013648502245663907, 0.03855835883826214, 0.006264355408269488, -0.046686509523438446]","[0.0, 1.0]"
"[-0.012877335068898665, 0.23358992570328477, 0.005330625217800719, -0.33738641130189184]","[0.0, 1.0]"
"[-0.008205536554832969, 0.03839252479414346, -0.0014171030082371179, -0.043027273519805065]","[1.0, 0.0]"
"[-0.0074376860589501, -0.1567090770129649, -0.002277648478633219, 0.2492082071964411]","[1.0, 0.0]"
"[-0.010571867599209398, 0.03844532682549154, 0.002706515665295603, -0.04419226733599224]","[0.0, 1.0]"
"[-0.009802961062699567, 0.23352836343320907, 0.001822670318575758, -0.3360200358434397]","[0.0, 1.0]"
"[-0.005132393794035385, 0.03838052072605222, -0.004897730398293036, -0.04276289323506166]","[1.0, 0.0]"
"[-0.004364783379514341, -0.1566708573813709, -0.005752988262994269, 0.24837073781809582]","[1.0, 0.0]"
"[-0.007498200527141759, 0.038532779331865136, -0.0007855735066323527, -0.04612124101194798]","[0.0, 1.0]"
"[-0.006727544940504457, -0.1565778984385409, -0.0017079983268713122, 0.2463137267506057]","[1.0, 0.0]"
"[-0.009859102909275275, 0.03856840517582347, 0.003218276208140802, -0.04690745296586568]","[0.0, 1.0]"
"[-0.009087734805758805, -0.15659954569923154, 0.002280127148823488, 0.24678912885989968]","[1.0, 0.0]"
"[-0.012219725719743436, 0.03848976654276692, 0.007215909726021482, -0.045173722003488403]","[0.0, 1.0]"
"[-0.011449930388888098, 0.2335075060197433, 0.006312435285951714, -0.33557125636749646]","[0.0, 1.0]"
"[-0.006779780268493232, 0.03829629028920148, -0.0003989898413982156, -0.04090442301566477]","[1.0, 0.0]"
"[-0.0060138544627092025, -0.15681993721123638, -0.0012170783017115112, 0.25165259192889583]","[1.0, 0.0]"
"[-0.00915025320693393, 0.03831937232810184, 0.0038159735368664053, -0.041413976520594975]","[0.0, 1.0]"
"[-0.008383865760371895, 0.23338639597886726, 0.0029876940064545057, -0.3328904881283811]","[0.0, 1.0]"
"[-0.003716137840794549, 0.03822204758911177, -0.003670115756113117, -0.03926689138557121]","[1.0, 0.0]"
"[-0.0029516968890123136, -0.1568470825354816, -0.004455453583824541, 0.2522558215443111]","[1.0, 0.0]"
"[-0.006088638539721946, 0.038338205456901836, 0.0005896628470616816, -0.04182910349177127]","[0.0, 1.0]"
"[-0.0053218744305839095, -0.15679219641780953, -0.00024691922277374385, 0.2510398093018239]","[1.0, 0.0]"
"[-0.0084577183589401, 0.03833327993251992, 0.004773876963262734, -0.041720990551959214]","[0.0, 1.0]"
"[-0.007691052760289701, 0.23338645065813696, 0.00393945715222355, -0.3328938982186481]","[0.0, 1.0]"
"[-0.0030233237471269624, 0.038208649992655885, -0.002718420812149413, -0.03897127158092767]","[1.0, 0.0]"
"[-0.0022591507472738445, -0.1568742138296829, -0.0034978462437679665, 0.2528527281995924]","[1.0, 0.0]"
"[-0.005396635023867502, 0.03829750831188797, 0.0015592083202238824, -0.040931428779233336]","[0.0, 1.0]"
"[-0.004630684857629743, -0.15684676693818853, 0.0007405797446392156, 0.2522430353404459]","[1.0, 0.0]"
"[-0.007767620196393514, 0.03826460142910931, 0.005785440451448133, -0.04020620652763773]","[0.0, 1.0]"
"[-0.007002328167811328, 0.23330311427411662, 0.004981316320895378, -0.3310581696571993]","[0.0, 1.0]"
"[-0.002336265882328995, 0.03811061189542034, -0.001639847072248608, -0.036808547698553795]","[1.0, 0.0]"
"[-0.0015740536444205882, -0.15698778533887842, -0.002376018026219684, 0.2553565398507233]","[1.0, 0.0]"
"[-0.004713809351198157, 0.03816800955875313, 0.002731112770794782, -0.038074874830130834]","[0.0, 1.0]"
"[-0.003950449160023094, 0.23325069021013475, 0.0019696152741921656, -0.3298948583135454]","[0.0, 1.0]"
"[0.0007145646441796012, 0.03810075641911456, -0.004628281892078743, -0.03659145890681892]","[1.0, 0.0]"
"[0.0014765797725618925, -0.1569545197332067, -0.005360111070215122, 0.2546276116006392]","[1.0, 0.0]"
"[-0.0016625106221022415, 0.038243552452769586, -0.00026755883820233847, -0.039741155650823035]","[0.0, 1.0]"
"[-0.0008976395730468498, -0.15687456097184793, -0.0010623819512187993, 0.25285734171256297]","[1.0, 0.0]"
"[-0.004035130792483808, 0.03826254396417167, 0.00399476488303246, -0.04016049074447425]","[0.0, 1.0]"
"[-0.003269879913200375, -0.15691646323109304, 0.003191555068142975, 0.2537801417820516]","[1.0, 0.0]"
"[-0.006408209177822236, 0.03815977187180533, 0.008267157903784007, -0.03789440498810637]","[0.0, 1.0]"
"[-0.005645013740386129, 0.23316220176343064, 0.007509269804021879, -0.32795753743255707]","[0.0, 1.0]"
"[-0.000981769705117516, 0.03793415413815826, 0.0009501190553707376, -0.03291601793728438]","[1.0, 0.0]"
"[-0.00022308662235435072, -0.15720140927720117, 0.00029179869662505, 0.26006653003052455]","[1.0, 0.0]"
"[-0.003367114807898374, 0.03791637516091739, 0.005493129297235541, -0.03252434535086873]","[0.0, 1.0]"
"[-0.0026087873046800264, 0.23295912349316897, 0.004842642390218166, -0.32346908198521457]","[0.0, 1.0]"
"[0.002050395165183353, 0.0377685520497181, -0.0016267392494861256, -0.029262926603015493]","[1.0, 0.0]"
"[0.002805766206177715, -0.1573300329715901, -0.0022119977815464355, 0.2629063025864205]","[1.0, 0.0]"
"[-0.00034083445325408697, 0.037823422397591705, 0.0030461282701819744, -0.03047349113032427]","[0.0, 1.0]"
"[0.0004156339946977471, 0.23290155826327325, 0.0024366584475754892, -0.3221937770209217]","[0.0, 1.0]"
"[0.005073665159963213, 0.037744993494135376, -0.0040072170928429456, -0.028743422020036047]","[1.0, 0.0]"
"[0.00582856502984592, -0.1573192630217034, -0.004582085533243667, 0.2626724948590933]","[1.0, 0.0]"
"[0.0026821797694118518, 0.03786779279735622, 0.0006713643639381988, -0.03145214376917527]","[0.0, 1.0]"
"[0.003439535625358976, -0.1572637796832985, 4.232148855469345e-05, 0.26144253009622337]","[1.0, 0.0]"
"[0.00029426003169300604, 0.037857567380774115, 0.005271172090479162, -0.031227047720141565]","[0.0, 1.0]"
"[0.0010514113793084884, 0.2329035321556484, 0.004646631136076331, -0.3222422129224043]","[0.0, 1.0]"
"[0.005709482022421457, 0.03771572150492855, -0.001798213122371755, -0.028097553054111213]","[1.0, 0.0]"
"[0.006463796452520028, -0.15738039598726353, -0.002360164183453979, 0.26401747566846695]","[1.0, 0.0]"
"[0.0033161885327747578, 0.0377751632687911, 0.0029201853299153603, -0.029408935524493807]","[0.0, 1.0]"
"[0.00407169179815058, -0.15738854320527215, 0.002332006619425484, 0.2641939092629958]","[1.0, 0.0]"
"[0.0009239209340451368, 0.03770004491838305, 0.007615884804685401, -0.027752567892057878]","[0.0, 1.0]"
"[0.0016779218324127977, 0.23271195553083102, 0.007060833446844243, -0.31802290209712214]","[0.0, 1.0]"
"[0.006332160943029418, 0.037490153839831786, 0.0007003754049018001, -0.023121631387098107]","[1.0, 0.0]"
"[0.007081964019826054, -0.15764183441564586, 0.0002379427771598379, 0.2697821895603859]","[1.0, 0.0]"
"[0.0039291273315131365, 0.037476720443707784, 0.0056335865683675565, -0.02282567926758372]","[0.0, 1.0]"
"[0.004678661740387292, 0.23251742943376225, 0.005177072983015882, -0.31372583452600344]","[0.0, 1.0]"
"[0.009329010329062536, 0.037322112655214235, -0.0010974437075041872, -0.0194147304225189]","[1.0, 0.0]"
"[0.01007545258216682, -0.15778408283788992, -0.0014857383159545651, 0.2729217381950205]","[1.0, 0.0]"
"[0.006919770925409022, 0.03735903652490799, 0.003972696447945846, -0.020229424681547814]","[0.0, 1.0]"
"[0.007666951655907183, 0.23242379038888653, 0.0035681079543148893, -0.31165627686672753]","[0.0, 1.0]"
"[0.012315427463684914, 0.03725118764469612, -0.0026650175830196616, -0.01785021485034949]","[1.0, 0.0]"
"[0.013060451216578835, -0.15783244295087728, -0.0030220218800266515, 0.2739906776420891]","[1.0, 0.0]"
"[0.00990380235756129, 0.037332496472103766, 0.0024577916728151313, -0.019643867798907033]","[0.0, 1.0]"
"[0.010650452287003365, 0.23241911420033648, 0.002064914316836991, -0.3115503205167525]","[0.0, 1.0]"
"[0.015298834571010094, 0.03726780559655102, -0.00416609209349806, -0.01821689730814824]","[1.0, 0.0]"
"[0.016044190682941113, -0.1577941520834161, -0.004530430039661025, 0.27314867251427216]","[1.0, 0.0]"
"[0.012888307641272792, 0.03739214834129159, 0.0009325434106244182, -0.0209597153839729]","[0.0, 1.0]"
"[0.013636150608098623, -0.15774316409114483, 0.0005133491029449602, 0.27201729371497996]","[1.0, 0.0]"
"[0.010481287326275728, 0.037371458247985434, 0.005953694977244559, -0.020503676600556797]","[0.0, 1.0]"
"[0.011228716491235436, 0.23240752338001647, 0.005543621445233423, -0.3113022133243767]","[0.0, 1.0]"
"[0.015876866958835764, 0.03720703320239216, -0.0006824228212541101, -0.016876160827245523]","[1.0, 0.0]"
"[0.016621007622883606, -0.1579051246192734, -0.0010199460377990205, 0.27559137546344753]","[1.0, 0.0]"
"[0.013462905130498137, 0.037231363679231105, 0.00449188147146993, -0.017413068818553035]","[0.0, 1.0]"
"[0.014207532404082759, 0.23228860896636477, 0.004143620095098869, -0.308675376290197]","[0.0, 1.0]"
"[0.018853304583410054, 0.037107863233053845, -0.0020298874307050708, -0.014688550244408516]","[1.0, 0.0]"
"[0.019595461848071132, -0.15798491811779766, -0.0023236584355932413, 0.277353232385775]","[1.0, 0.0]"
"[0.01643576348571518, 0.037170106155881344, 0.003223406212122258, -0.016061668702044285]","[0.0, 1.0]"
"[0.017179165608832807, -0.15799792391463718, 0.0029021728380813723, 0.2776365352925361]","[1.0, 0.0]"
"[0.014019207130540064, 0.037082504156430995, 0.008454903543932095, -0.014129636883922991]","[0.0, 1.0]"
"[0.014760857213668684, 0.2320821871629267, 0.008172310806253635, -0.30413299470775995]","[0.0, 1.0]"
"[0.019402500956927218, 0.0368447298042614, 0.002089650912098436, -0.008883955426309542]","[1.0, 0.0]"
"[0.020139395553012446, -0.15830712746627207, 0.0019119718035722451, 0.28445754828220104]","[1.0, 0.0]"
"[0.016973253003687003, 0.036787502097266195, 0.007601122769216266, -0.0076217417992637815]","[0.0, 1.0]"
"[0.017709003045632325, 0.23179962230683782, 0.007448687933230991, -0.2978967631581517]","[0.0, 1.0]"
"[0.022344995491769083, 0.03657228739514079, 0.0014907526700679557, -0.00287399059273169]","[1.0, 0.0]"
"[0.0230764412396719, -0.15857101162323498, 0.0014332728582133218, 0.290278913800972]","[1.0, 0.0]"
"[0.019905021007207202, 0.036530472892557175, 0.007238851134232761, -0.0019516303032213744]","[0.0, 1.0]"
"[0.020635630465058345, 0.23154786432098282, 0.007199818528168334, -0.2923418495078959]","[0.0, 1.0]"
"[0.025266587751478, 0.03632400151354795, 0.0013529815380104162, 0.002603083174430587]","[1.0, 0.0]"
"[0.02599306778174896, 0.2314265228977878, 0.0014050432014990279, -0.2896526545911404]","[0.0, 1.0]"
"[0.030621598239704714, 0.036284564523363316, -0.00438800989032378, 0.00347307660677465]","[1.0, 0.0]"
"[0.03134728953017198, -0.15877418226057016, -0.004318548358188287, 0.2947683091813066]","[1.0, 0.0]"
"[0.028171805884960578, 0.03640907006366936, 0.0015768178254378443, 0.0007265115251052778]","[0.0, 1.0]"
"[0.028899987286233966, -0.1587354594904042, 0.0015913480559399497, 0.29390652620601115]","[1.0, 0.0]"
"[0.025725278096425882, 0.03636376746600947, 0.007469478580060173, 0.0017259124525919045]","[0.0, 1.0]"
"[0.026452553445746072, 0.2313778033229738, 0.0075039968291120114, -0.28859097475902407]","[0.0, 1.0]"
"[0.03108010951220555, 0.03614965193911604, 0.0017321773339315297, 0.006449161750049837]","[1.0, 0.0]"
"[0.03180310255098787, -0.15899709827497288, 0.0018611605689325265, 0.2996781078084617]","[1.0, 0.0]"
"[0.028623160585488416, 0.03609827486003078, 0.007854722725101761, 0.007582735843055632]","[0.0, 1.0]"
"[0.029345126082689032, 0.23110670260877464, 0.008006377441962875, -0.2826116175632744]","[0.0, 1.0]"
"[0.03396726013486452, 0.035871472698583706, 0.0023541450906973864, 0.012585690933915261]","[1.0, 0.0]"
"[0.03468468958883619, 0.23095958341049486, 0.002605858909375692, -0.2793535462333459]","[0.0, 1.0]"
"[0.03930388125704609, 0.03580055589451564, -0.002981212015291226, 0.014150122772854656]","[1.0, 0.0]"
"[0.0400198923749364, -0.15927851435534987, -0.002698209559834133, 0.30589095277219064]","[1.0, 0.0]"
"[0.036834322087829406, 0.03588178267552769, 0.0034196094956096797, 0.012358300201416539]","[0.0, 1.0]"
"[0.03755195774133996, -0.15928904286154202, 0.0036667754996380104, 0.3061181900349162]","[1.0, 0.0]"
"[0.03436617688410912, 0.03578046522052292, 0.009789139300336334, 0.014593924558416183]","[0.0, 1.0]"
"[0.03508178618851958, 0.23076066975083362, 0.010081017791504658, -0.27498440804733676]","[0.0, 1.0]"
"[0.03969699958353625, 0.035496347422982855, 0.004581329630557923, 0.020860961517097487]","[1.0, 0.0]"
"[0.04040692653199591, 0.23055229898056245, 0.0049985488608998725, -0.27037298916412217]","[0.0, 1.0]"
"[0.045017972511607156, 0.03535937578750195, -0.00040891092238257067, 0.023882305135300486]","[1.0, 0.0]"
"[0.045725160027357194, -0.15975670889197569, 6.873518032343907e-05, 0.31643618787793854]","[1.0, 0.0]"
"[0.04253002584951768, 0.03536426321172664, 0.006397458937882209, 0.02377493855677465]","[0.0, 1.0]"
"[0.04323731111375221, 0.23039388749318496, 0.006872957709017702, -0.26688267123441767]","[0.0, 1.0]"
"[0.04784518886361591, 0.03517452344503871, 0.0015353042843293486, 0.027960092260082836]","[1.0, 0.0]"
"[0.048548679332516685, -0.159969411421685, 0.002094506129531005, 0.32112702885350247]","[1.0, 0.0]"
"[0.045349291104082985, 0.035122649701447434, 0.008517046706601056, 0.029105363415619923]","[0.0, 1.0]"
"[0.046051744098111934, 0.23012143196141277, 0.009099153974913454, -0.2608782196590237]","[0.0, 1.0]"
"[0.050654172737340186, 0.0348707797370921, 0.00388158958173298, 0.03466074884001924]","[1.0, 0.0]"
"[0.051351588332082025, 0.22993685334186081, 0.0045748045585333645, -0.25679497284151037]","[0.0, 1.0]"
"[0.05595032539891924, 0.03474988686884581, -0.000561094898296843, 0.037327400944930145]","[1.0, 0.0]"
"[0.05664532313629616, -0.16036401369845008, 0.00018545312060175994, 0.32983324383401774]","[1.0, 0.0]"
"[0.05343804286232716, 0.03475529704430641, 0.006782117997282115, 0.03720880597006071]","[0.0, 1.0]"
"[0.05413314880321329, 0.22977933853871504, 0.007526294116683329, -0.2533266009832011]","[0.0, 1.0]"
"[0.058728735573987584, 0.03455073369502901, 0.0024597620970193074, 0.041720721843444275]","[1.0, 0.0]"
"[0.05941975024788816, -0.16060640339454502, 0.003294176533888193, 0.3351787112171421]","[1.0, 0.0]"
"[0.05620762217999726, 0.03446851101820708, 0.009997750758231035, 0.04353641340200026]","[0.0, 1.0]"
"[0.0568969924003614, 0.2294456819297496, 0.01086847902627104, -0.24597543662054694]","[0.0, 1.0]"
"[0.06148590603895639, 0.03417020236452775, 0.005948970293860101, 0.05011575280758762]","[1.0, 0.0]"
"[0.06216931008624694, 0.22920634818793048, 0.0069512853500118535, -0.24068430220949916]","[0.0, 1.0]"
"[0.06675343705000555, 0.03398579164902768, 0.00213759930582187, 0.0541831192148895]","[1.0, 0.0]"
"[0.06743315288298611, 0.2290770275552509, 0.0032212616901196598, -0.23782461235009705]","[0.0, 1.0]"
"[0.07201469343409113, 0.03390920498307198, -0.001535230556882281, 0.055872651935413575]","[1.0, 0.0]"
"[0.07269287753375257, -0.16119069984727663, -0.0004177775181740094, 0.34807080669655127]","[1.0, 0.0]"
"[0.06946906353680704, 0.03393719103993473, 0.006543638615757017, 0.05525616932189553]","[0.0, 1.0]"
"[0.07014780735760573, 0.22896470804196623, 0.007648762002194927, -0.2353550269872972]","[0.0, 1.0]"
"[0.07472710151844505, 0.033734315718645436, 0.0029416614624489827, 0.059730709386893066]","[1.0, 0.0]"
"[0.07540178783281797, -0.1614296891762564, 0.004136275650186844, 0.35334029733273553]","[1.0, 0.0]"
"[0.07217319404929284, 0.03363320209813073, 0.011203081596841555, 0.061964524956701794]","[0.0, 1.0]"
"[0.07284585809125546, 0.22859274978809418, 0.012442372095975592, -0.22716280778974185]","[0.0, 1.0]"
"[0.07741771308701735, 0.0332952137153405, 0.007899115940180754, 0.06941878373037697]","[1.0, 0.0]"
"[0.07808361736132416, 0.22830303159961787, 0.009287491614788293, -0.2207615014221761]","[0.0, 1.0]"
"[0.08264967799331652, 0.0330495657155046, 0.0048722615863447715, 0.07483654921808547]","[1.0, 0.0]"
"[0.08331066930762661, 0.22810133049979087, 0.006368992570706481, -0.2163051859856973]","[0.0, 1.0]"
"[0.08787269591762242, 0.032888911200974064, 0.0020428888509925348, 0.07837997518200845]","[1.0, 0.0]"
"[0.0885304741416419, -0.16226226611522734, 0.0036104883546327037, 0.37170673922876174]","[1.0, 0.0]"
"[0.08528522881933735, 0.0328082064834152, 0.011044623139207939, 0.08016441874812241]","[0.0, 1.0]"
"[0.08594139294900566, 0.22777010368069853, 0.012647911514170386, -0.20901353741149659]","[0.0, 1.0]"
"[0.09049679502261963, 0.03246960718823863, 0.008467640765940455, 0.08763216286833952]","[1.0, 0.0]"
"[0.09114618716638441, 0.2274691662686082, 0.010220284023307246, -0.20236723294054515]","[0.0, 1.0]"
"[0.09569557049175657, 0.03220255212585288, 0.006172939364496343, 0.09352210228555469]","[1.0, 0.0]"
"[0.09633962153427363, 0.22723548550315928, 0.008043381410207436, -0.19720689132691538]","[0.0, 1.0]"
"[0.10088433124433681, 0.031999414776230944, 0.0040992435836691285, 0.0980024702085287]","[1.0, 0.0]"
"[0.10152431953986142, 0.22706237607560883, 0.006059292987839702, -0.19338433915669612]","[0.0, 1.0]"
"[0.1060655670613736, 0.031854273342022815, 0.00219160620470578, 0.10120386089395195]","[1.0, 0.0]"
"[0.10670265252821405, -0.16329901813129666, 0.004215683422584819, 0.39457742680148644]","[1.0, 0.0]"
"[0.10343667216558812, 0.03176286141518947, 0.012107231958614548, 0.10322661471086703]","[0.0, 1.0]"
"[0.10407192939389191, 0.2267092291987945, 0.014171764252831889, -0.18561206582250528]","[0.0, 1.0]"
"[0.1086061139778678, 0.0313874078369214, 0.010459522936381783, 0.11150760477349686]","[1.0, 0.0]"
"[0.10923386213460623, 0.22635793132852497, 0.01268967503185172, -0.17785713936795067]","[0.0, 1.0]"
"[0.11376102076117672, 0.03105670376665723, 0.009132532244492706, 0.11880177992242863]","[1.0, 0.0]"
"[0.11438215483650986, 0.2260466242152825, 0.011508567842941278, -0.17098597659817383]","[0.0, 1.0]"
"[0.1189030873208155, 0.030761858588021357, 0.008088848310977802, 0.1253052176329692]","[1.0, 0.0]"
"[0.11951832449257593, 0.22576699928161012, 0.010594952663637186, -0.16481482867746733]","[0.0, 1.0]"
"[0.12403366447820814, 0.030494996915690853, 0.00729865609008784, 0.1311915929279009]","[1.0, 0.0]"
"[0.12464356441652195, 0.22551164086835354, 0.009922487948645857, -0.15917979573829882]","[0.0, 1.0]"
"[0.12915379723388903, 0.030249047914288674, 0.0067388920338798805, 0.1366168388525727]","[1.0, 0.0]"
"[0.1297587781921748, 0.22527383115955418, 0.009471228810931334, -0.1539324743315053]","[0.0, 1.0]"
"[0.13426425481536589, 0.030017557296441927, 0.006392579324301228, 0.14172329972388542]","[1.0, 0.0]"
"[0.13486460596129474, 0.22504737418067275, 0.009227045318778937, -0.1489360426714723]","[0.0, 1.0]"
"[0.1393655534449082, 0.029794517137772647, 0.006248324465349491, 0.14664348818021267]","[1.0, 0.0]"
"[0.13996144378766365, 0.22482643452042883, 0.009181194228953745, -0.14406168171026018]","[0.0, 1.0]"
"[0.1444579724780722, 0.02957420909144401, 0.0062999605947485415, 0.15150354570992058]","[1.0, 0.0]"
"[0.1450494566599011, 0.22460538673985359, 0.009330031508946953, -0.13918523910113273]","[0.0, 1.0]"
"[0.14954156439469818, 0.029351056946593734, 0.006546326726924298, 0.1564264975564117]","[1.0, 0.0]"
"[0.15012858553363007, 0.22437867168183137, 0.009674856678052533, -0.1341840499148635]","[0.0, 1.0]"
"[0.1546161589672667, 0.029119484751614716, 0.006991175679755263, 0.1615353864642804]","[1.0, 0.0]"
"[0.15519854866229899, 0.22414065607344927, 0.010221883409040872, -0.12893383267154068]","[0.0, 1.0]"
"[0.15968136178376796, 0.028873776916924165, 0.0076432067556100585, 0.16695636546120496]","[1.0, 0.0]"
"[0.16025883732210644, 0.22388549191934665, 0.010982334064834159, -0.1233055819416593]","[0.0, 1.0]"
"[0.16473654716049338, 0.028607936826886726, 0.008516222426000973, 0.17282182762196652]","[1.0, 0.0]"
"[0.16530870589703112, 0.22360697221703416, 0.011972658978440303, -0.11716237951722974]","[0.0, 1.0]"
"[0.1697808453413718, 0.02831554053268362, 0.00962941138809571, 0.17927365043209365]","[1.0, 0.0]"
"[0.17034715615202548, 0.22329837948677078, 0.013214884396737582, -0.11035604498701279]","[0.0, 1.0]"
"[0.1748131237417609, 0.027989582074559455, 0.011007763496997326, 0.18646663389133766]","[1.0, 0.0]"
"[0.1753729153832521, 0.22295232350300412, 0.014737096174824079, -0.102723543467033]","[0.0, 1.0]"
"[0.17983196185331218, 0.0276223069031373, 0.01268262530548342, 0.19457221483143994]","[1.0, 0.0]"
"[0.18038440799137492, 0.22256056444862404, 0.016574069602112218, -0.09408306320518]","[0.0, 1.0]"
"[0.1848356192803474, 0.027205029750233728, 0.014692408338008618, 0.20378254504578652]","[1.0, 0.0]"
"[0.18537971987535207, 0.22211381749969594, 0.01876805923892435, -0.08422966874020171]","[0.0, 1.0]"
"[0.18982199622534598, 0.02672793316290578, 0.017083465864120316, 0.21431502771990663]","[1.0, 0.0]"
"[0.1903565548886041, 0.2216015346084105, 0.021369766418518447, -0.07293042618212403]","[0.0, 1.0]"
"[0.1947885855807723, 0.026179842797172337, 0.019911157894875967, 0.22641741526928627]","[1.0, 0.0]"
"[0.19531218243671575, 0.2210116590227098, 0.024439506200261692, -0.059918885933267885]","[0.0, 1.0]"
"[0.19973241561716995, 0.025547975529396194, 0.023241128481596336, 0.2403735819346648]","[1.0, 0.0]"
"[0.20024337512775786, 0.22033034792519152, 0.028048600120289632, -0.04488879477019214]","[0.0, 1.0]"
"[0.2046499820862617, 0.02481765657954116, 0.02715082422488579, 0.25651009613993486]","[1.0, 0.0]"
"[0.20514633521785253, 0.21954165859637895, 0.03228102614768449, -0.02748689374193397]","[0.0, 1.0]"
"[0.2095371683897801, 0.023972002305400142, 0.031731288272845805, 0.27520373026458184]","[1.0, 0.0]"
"[0.2100166084358881, 0.21862719388145485, 0.03723536287813744, -0.007304641089709629]","[0.0, 1.0]"
"[0.21438915231351718, 0.4131959011837635, 0.03708927005634324, -0.28801073513605624]","[0.0, 1.0]"
"[0.22265307033719245, 0.21756520617938083, 0.03132905535362212, 0.016135241834472958]","[1.0, 0.0]"
"[0.22700437446078006, 0.4122241793912071, 0.03165176019031158, -0.2665006993400726]","[0.0, 1.0]"
"[0.2352488580486042, 0.2166651221773389, 0.02632174620351013, 0.03599502426774498]","[1.0, 0.0]"
"[0.23958216049215098, 0.41139991880153526, 0.02704164668886503, -0.24826828747649193]","[0.0, 1.0]"
"[0.24781015886818167, 0.21590242351528, 0.02207628093933519, 0.05282001895772681]","[1.0, 0.0]"
"[0.2521282073384873, 0.41070098598755866, 0.023132681318489726, -0.23281672514244978]","[0.0, 1.0]"
"[0.26034222705823845, 0.2152562710998462, 0.01847634681564073, 0.0670723125301011]","[1.0, 0.0]"
"[0.26464735248023535, 0.41010851925595543, 0.01981779306624275, -0.21972443589343338]","[0.0, 1.0]"
"[0.27284952286535447, 0.21470897422161525, 0.015423304348374084, 0.07914337669292376]","[1.0, 0.0]"
"[0.27714370234978675, 0.40960646994463534, 0.01700617188223256, -0.2086338244587297]","[0.0, 1.0]"
"[0.28533583174867944, 0.2142455282819331, 0.012833495393057965, 0.08936478735798081]","[1.0, 0.0]"
"[0.2896207423143181, 0.4091811995277236, 0.014620791140217582, -0.1992416965393622]","[0.0, 1.0]"
"[0.29780436630487256, 0.21385321588711684, 0.010635957209430337, 0.09801732284322129]","[1.0, 0.0]"
"[0.3020814306226149, 0.01858045694657784, 0.012596303666294762, 0.3940368064083933]","[1.0, 0.0]"
"[0.30245303976154647, 0.2135214227589021, 0.02047703979446263, 0.1053517707337443]","[0.0, 1.0]"
"[0.3067234682167245, 0.4083440305150306, 0.022584075209137515, -0.18080104587936918]","[0.0, 1.0]"
"[0.31489034882702516, 0.21290631341283256, 0.01896805429155013, 0.11891992580020616]","[1.0, 0.0]"
"[0.3191484750952818, 0.40775143305157013, 0.021346452807554255, -0.1677189045971026]","[0.0, 1.0]"
"[0.32730350375631323, 0.2123305359203613, 0.0179920747156122, 0.13162103841724493]","[1.0, 0.0]"
"[0.33155011447472044, 0.4071901991839336, 0.0206244954839571, -0.1553317639632557]","[0.0, 1.0]"
"[0.33969391845839914, 0.21177911307750763, 0.017517860204691985, 0.14378569772576616]","[1.0, 0.0]"
"[0.34392950071994927, 0.4066458621102492, 0.020393574159207308, -0.14331958961780755]","[0.0, 1.0]"
"[0.35206241796215426, 0.21123787267203223, 0.017527182366851156, 0.15572673953837768]","[1.0, 0.0]"
"[0.3562871754155949, 0.40610454477964414, 0.02064171715761871, -0.13137564439615784]","[0.0, 1.0]"
"[0.3644092663111878, 0.21069308416729804, 0.018014204269695553, 0.1677473368787229]","[1.0, 0.0]"
"[0.3686231279945338, 0.4055526093480432, 0.02136915100727001, -0.11919863693430038]","[0.0, 1.0]"
"[0.3767341801814946, 0.21013111128209555, 0.018985178268584004, 0.1801487369306225]","[1.0, 0.0]"
"[0.38093680240713657, 0.4049763156349772, 0.022588153007196455, -0.10648509200402506]","[0.0, 1.0]"
"[0.3890363287198361, 0.20953807244032316, 0.020458451167115956, 0.1932378401818764]","[1.0, 0.0]"
"[0.3932270901686426, 0.40436148091689356, 0.024323207970753484, -0.09292175234998162]","[0.0, 1.0]"
"[0.40131431978698046, 0.2088995014571918, 0.022464772923753852, 0.2073348099823581]","[1.0, 0.0]"
"[0.4054923098161243, 0.40369313352578184, 0.026611469123401014, -0.07817782419513791]","[0.0, 1.0]"
"[0.4135661724866399, 0.20820000125115445, 0.025047912639498255, 0.2227808970510774]","[1.0, 0.0]"
"[0.417730172511663, 0.40295515290590334, 0.029503530580519802, -0.06189687718361009]","[0.0, 1.0]"
"[0.4257892755697811, 0.20742288388423843, 0.0282655930368476, 0.23994666323830427]","[1.0, 0.0]"
"[0.42993773324746587, 0.4021298890798159, 0.03306452630161369, -0.04368820451525118]","[0.0, 1.0]"
"[0.4379803310290622, 0.20654979096037684, 0.03219076221130866, 0.2592407914913454]","[1.0, 0.0]"
"[0.44211132684826976, 0.4011977550209026, 0.037375578041135574, -0.02311744074640526]","[0.0, 1.0]"
"[0.4501352819486878, 0.2055602895587175, 0.03691322922620747, 0.28111967363399093]","[1.0, 0.0]"
"[0.45424648773986215, 0.4001367864556358, 0.04253562269888729, 0.0003037761751954471]","[0.0, 1.0]"
"[0.46224922346897485, 0.20443144078001388, 0.0425416982223912, 0.30609797295053587]","[1.0, 0.0]"
"[0.46633785228457514, 0.39892216550834636, 0.04866365768140191, 0.027129324481341033]","[0.0, 1.0]"
"[0.4743162955947421, 0.20313734116661442, 0.049206244171028736, 0.334760362631127]","[1.0, 0.0]"
"[0.4783790424180744, 0.39752570797340314, 0.05590145142365128, 0.05799153756968378]","[0.0, 1.0]"
"[0.48632955657754245, 0.5918034264467099, 0.057061282175044956, -0.21654335611904357]","[0.0, 1.0]"
