observation,action
"[-0.026164496317505836, -0.3468657433986664, -0.010371125303208828, 0.253499299287796]","[0.0, 1.0]"
"[-0.03310181200504303, -0.15159724652767181, -0.00530113885179162, -0.042436741292476654]","[0.0, 1.0]"
"[-0.03613375499844551, 0.04360031336545944, -0.006149873603135347, -0.33678749203681946]","[1.0, 0.0]"
"[-0.03526175022125244, -0.15143358707427979, -0.0128856236115098, -0.046050239354372025]","[1.0, 0.0]"
"[-0.03829042240977287, -0.3463684022426605, -0.013806628063321114, 0.24253946542739868]","[0.0, 1.0]"
"[-0.045217789709568024, -0.15105199813842773, -0.008955839090049267, -0.054466258734464645]","[1.0, 0.0]"
"[-0.04823882877826691, -0.3460443913936615, -0.01004516426473856, 0.23537762463092804]","[0.0, 1.0]"
"[-0.05515971779823303, -0.15078037977218628, -0.005337611772119999, -0.06045684963464737]","[0.0, 1.0]"
"[-0.05817532539367676, 0.04441769793629646, -0.006546748802065849, -0.35481902956962585]","[1.0, 0.0]"
"[-0.05728697031736374, -0.1506105661392212, -0.013643129728734493, -0.06420765817165375]","[1.0, 0.0]"
"[-0.06029918044805527, -0.3455342650413513, -0.014927282929420471, 0.2241397500038147]","[0.0, 1.0]"
"[-0.0672098696231842, -0.1502021849155426, -0.010444487445056438, -0.07321418821811676]","[0.0, 1.0]"
"[-0.0702139139175415, 0.0450679250061512, -0.011908771470189095, -0.3691740036010742]","[1.0, 0.0]"
"[-0.06931255012750626, -0.14988280832767487, -0.019292252138257027, -0.08026973903179169]","[0.0, 1.0]"
"[-0.07231020927429199, 0.04551030695438385, -0.020897647365927696, -0.378976434469223]","[1.0, 0.0]"
"[-0.0714000016450882, -0.1493087261915207, -0.028477175161242485, -0.09295515716075897]","[1.0, 0.0]"
"[-0.07438617944717407, -0.34401118755340576, -0.030336279422044754, 0.19060896337032318]","[1.0, 0.0]"
"[-0.08126640319824219, -0.5386863350868225, -0.026524098590016365, 0.47356978058815]","[1.0, 0.0]"
"[-0.09204012900590897, -0.7334238290786743, -0.017052704468369484, 0.757776141166687]","[0.0, 1.0]"
"[-0.1067086011171341, -0.5380710959434509, -0.0018971806857734919, 0.459776371717453]","[0.0, 1.0]"
"[-0.11747002601623535, -0.3429223597049713, 0.007298346608877182, 0.16649603843688965]","[0.0, 1.0]"
"[-0.12432847172021866, -0.147905632853508, 0.01062826719135046, -0.12387555837631226]","[0.0, 1.0]"
"[-0.12728658318519592, 0.047062452882528305, 0.008150756359100342, -0.41318652033805847]","[0.0, 1.0]"
"[-0.12634533643722534, 0.24206793308258057, -0.00011297388846287504, -0.703288733959198]","[1.0, 0.0]"
"[-0.12150397896766663, 0.04694754257798195, -0.014178748242557049, -0.4106413424015045]","[1.0, 0.0]"
"[-0.1205650269985199, -0.1479705572128296, -0.02239157445728779, -0.12246199697256088]","[0.0, 1.0]"
"[-0.12352443486452103, 0.047464918345212936, -0.024840814992785454, -0.42212429642677307]","[0.0, 1.0]"
"[-0.12257514148950577, 0.2429298311471939, -0.0332833006978035, -0.722533643245697]","[1.0, 0.0]"
"[-0.11771654337644577, 0.04828368499875069, -0.04773397371172905, -0.4405096173286438]","[1.0, 0.0]"
"[-0.11675086617469788, -0.14613138139247894, -0.056544166058301926, -0.16324767470359802]","[0.0, 1.0]"
"[-0.11967349797487259, 0.049752525985240936, -0.0598091185092926, -0.4732190668582916]","[0.0, 1.0]"
"[-0.11867844313383102, 0.24566590785980225, -0.06927350163459778, -0.7841370701789856]","[1.0, 0.0]"
"[-0.11376512795686722, 0.051560789346694946, -0.08495624363422394, -0.5140278339385986]","[0.0, 1.0]"
"[-0.11273391544818878, 0.2477700412273407, -0.09523680061101913, -0.832227349281311]","[1.0, 0.0]"
"[-0.10777851194143295, 0.05406958609819412, -0.11188134551048279, -0.5709506273269653]","[1.0, 0.0]"
"[-0.10669711977243423, -0.13932029902935028, -0.12330035865306854, -0.3155040144920349]","[1.0, 0.0]"
"[-0.10948352515697479, -0.3324899673461914, -0.12961043417453766, -0.06410784274339676]","[1.0, 0.0]"
"[-0.11613332480192184, -0.5255383849143982, -0.13089260458946228, 0.18503712117671967]","[0.0, 1.0]"
"[-0.1266440898180008, -0.3288102149963379, -0.12719185650348663, -0.14590352773666382]","[1.0, 0.0]"
"[-0.13322030007839203, -0.5219029188156128, -0.13010992109775543, 0.10410221666097641]","[1.0, 0.0]"
"[-0.1436583548784256, -0.714943528175354, -0.12802788615226746, 0.3530711233615875]","[0.0, 1.0]"
"[-0.15795722603797913, -0.5182555913925171, -0.12096645683050156, 0.022916438058018684]","[1.0, 0.0]"
"[-0.1683223396539688, -0.7114537954330444, -0.12050813436508179, 0.27511855959892273]","[0.0, 1.0]"
"[-0.18255141377449036, -0.5148370862007141, -0.11500576138496399, -0.053011342883110046]","[1.0, 0.0]"
"[-0.19284816086292267, -0.7081382274627686, -0.11606598645448685, 0.20128782093524933]","[0.0, 1.0]"
"[-0.2070109248161316, -0.5115640759468079, -0.11204022914171219, -0.12563635408878326]","[1.0, 0.0]"
"[-0.21724219620227814, -0.7049174904823303, -0.11455295979976654, 0.1297043412923813]","[0.0, 1.0]"
"[-0.23134055733680725, -0.5083568096160889, -0.11195886880159378, -0.19680926203727722]","[0.0, 1.0]"
"[-0.24150769412517548, -0.31182631850242615, -0.11589505523443222, -0.5226065516471863]","[1.0, 0.0]"
"[-0.24774421751499176, -0.5051426887512207, -0.12634718418121338, -0.26857414841651917]","[1.0, 0.0]"
"[-0.2578470706939697, -0.6982563734054565, -0.13171866536140442, -0.018259992823004723]","[1.0, 0.0]"
"[-0.27181220054626465, -0.8912674784660339, -0.13208386301994324, 0.23013538122177124]","[0.0, 1.0]"
"[-0.2896375358104706, -0.6945297122001648, -0.12748116254806519, -0.10112063586711884]","[0.0, 1.0]"
"[-0.3035281300544739, -0.49783310294151306, -0.12950357794761658, -0.43114930391311646]","[1.0, 0.0]"
"[-0.313484787940979, -0.690906286239624, -0.13812656700611115, -0.18193240463733673]","[0.0, 1.0]"
"[-0.3273029327392578, -0.4941059648990631, -0.14176520705223083, -0.514801561832428]","[1.0, 0.0]"
"[-0.3371850550174713, -0.6869767308235168, -0.15206123888492584, -0.2699371874332428]","[1.0, 0.0]"
"[-0.3509245812892914, -0.879638671875, -0.15745998919010162, -0.028812898322939873]","[1.0, 0.0]"
"[-0.36851733922958374, -1.0721932649612427, -0.1580362468957901, 0.21034356951713562]","[0.0, 1.0]"
"[-0.38996121287345886, -0.8752061724662781, -0.15382936596870422, -0.12772433459758759]","[0.0, 1.0]"
"[-0.4074653387069702, -0.6782534718513489, -0.15638385713100433, -0.4647124707698822]","[0.0, 1.0]"
"[-0.4210304021835327, -0.4813075065612793, -0.16567809879779816, -0.8023160696029663]","[1.0, 0.0]"
"[-0.4306565523147583, -0.6738170981407166, -0.1817244291305542, -0.5659926533699036]","[1.0, 0.0]"
"[-0.44413289427757263, -0.8659870624542236, -0.1930442750453949, -0.33561766147613525]","[1.0, 0.0]"
"[-0.4614526331424713, -1.0579129457473755, -0.19975663721561432, -0.10947960615158081]","[1.0, 0.0]"
"[-0.48261091113090515, -1.2496955394744873, -0.2019462287425995, 0.11413510888814926]","[0.0, 1.0]"
"[-0.5076048374176025, -1.05233895778656, -0.19966351985931396, -0.23485316336154938]","[1.0, 0.0]"
"[-0.5286515951156616, -1.2441315650939941, -0.20436058938503265, -0.011191505007445812]","[0.0, 1.0]"
"[-0.553534209728241, -1.0467544794082642, -0.20458441972732544, -0.360760897397995]","[1.0, 0.0]"
"[-0.00952902715653181, -0.02549539878964424, -0.017461448907852173, 0.042239055037498474]","[1.0, 0.0]"
"[-0.010038935579359531, -0.22036266326904297, -0.016616668552160263, 0.3293619751930237]","[0.0, 1.0]"
"[-0.014446188695728779, -0.025008153170347214, -0.010029428638517857, 0.03148559853434563]","[0.0, 1.0]"
"[-0.014946351759135723, 0.17025618255138397, -0.00939971674233675, -0.2643447816371918]","[0.0, 1.0]"
"[-0.01154122781008482, 0.365511029958725, -0.014686611481010914, -0.5599775910377502]","[0.0, 1.0]"
"[-0.004231007769703865, 0.5608360171318054, -0.025886163115501404, -0.8572511672973633]","[1.0, 0.0]"
"[0.006985712330788374, 0.36607611179351807, -0.04303118586540222, -0.5728188753128052]","[0.0, 1.0]"
"[0.014307234436273575, 0.5617741942405701, -0.05448756366968155, -0.8787415027618408]","[1.0, 0.0]"
"[0.025542717427015305, 0.36743324995040894, -0.07206239551305771, -0.6036741733551025]","[1.0, 0.0]"
"[0.03289138153195381, 0.17338921129703522, -0.08413587510585785, -0.3345315456390381]","[1.0, 0.0]"
"[0.03635916858911514, -0.020440811291337013, -0.09082650393247604, -0.06952174007892609]","[1.0, 0.0]"
"[0.035950351506471634, -0.21415114402770996, -0.09221693873405457, 0.19317980110645294]","[0.0, 1.0]"
"[0.031667329370975494, -0.01783931814134121, -0.08835334330797195, -0.12711013853549957]","[0.0, 1.0]"
"[0.031310539692640305, 0.1784299612045288, -0.09089554846286774, -0.44630780816078186]","[1.0, 0.0]"
"[0.03487914055585861, -0.015296434052288532, -0.09982170164585114, -0.18360431492328644]","[1.0, 0.0]"
"[0.03457321226596832, -0.2088589072227478, -0.10349378734827042, 0.07599517703056335]","[0.0, 1.0]"
"[0.030396033078432083, -0.012417268939316273, -0.10197388380765915, -0.24746350944042206]","[1.0, 0.0]"
"[0.03014768846333027, -0.20594622194766998, -0.10692315548658371, 0.011393502354621887]","[0.0, 1.0]"
"[0.026028763502836227, -0.009466245770454407, -0.10669528692960739, -0.31301891803741455]","[1.0, 0.0]"
"[0.025839438661932945, -0.20291927456855774, -0.11295566707849503, -0.055798426270484924]","[0.0, 1.0]"
"[0.02178105339407921, -0.006374165415763855, -0.11407163739204407, -0.3818756937980652]","[1.0, 0.0]"
"[0.021653570234775543, -0.19970722496509552, -0.12170914560556412, -0.12722520530223846]","[1.0, 0.0]"
"[0.017659425735473633, -0.392894446849823, -0.12425365298986435, 0.12471776455640793]","[1.0, 0.0]"
"[0.009801536798477173, -0.5860375165939331, -0.12175929546356201, 0.37576213479042053]","[1.0, 0.0]"
"[-0.0019192132167518139, -0.7792386412620544, -0.11424405127763748, 0.6277094483375549]","[1.0, 0.0]"
"[-0.01750398613512516, -0.9725963473320007, -0.10168986767530441, 0.8823406100273132]","[0.0, 1.0]"
"[-0.03695591166615486, -0.7762511968612671, -0.08404305577278137, 0.5594990253448486]","[0.0, 1.0]"
"[-0.05248093605041504, -0.5800564289093018, -0.07285307347774506, 0.2415659874677658]","[1.0, 0.0]"
"[-0.0640820637345314, -0.774066150188446, -0.0680217519402504, 0.5104088187217712]","[1.0, 0.0]"
"[-0.07956338673830032, -0.968167245388031, -0.057813577353954315, 0.7809041738510132]","[0.0, 1.0]"
"[-0.09892673790454865, -0.7723002433776855, -0.04219549149274826, 0.4706067740917206]","[0.0, 1.0]"
"[-0.11437273770570755, -0.5766084790229797, -0.03278335556387901, 0.1649285852909088]","[0.0, 1.0]"
"[-0.1259049028158188, -0.38103294372558594, -0.029484786093235016, -0.13791365921497345]","[0.0, 1.0]"
"[-0.1335255652666092, -0.1855013519525528, -0.03224305808544159, -0.4397508203983307]","[1.0, 0.0]"
"[-0.1372355967760086, -0.38015249371528625, -0.04103807359933853, -0.15740369260311127]","[1.0, 0.0]"
"[-0.14483864605426788, -0.5746635794639587, -0.044186148792505264, 0.12205550819635391]","[1.0, 0.0]"
"[-0.15633191168308258, -0.7691255807876587, -0.04174503684043884, 0.40047723054885864]","[0.0, 1.0]"
"[-0.1717144250869751, -0.5734370946884155, -0.0337354950606823, 0.09493077546358109]","[1.0, 0.0]"
"[-0.18318316340446472, -0.7680596709251404, -0.03183687850832939, 0.37678220868110657]","[1.0, 0.0]"
"[-0.19854436814785004, -0.9627153277397156, -0.024301234632730484, 0.6592592597007751]","[1.0, 0.0]"
"[-0.21779866516590118, -1.157490849494934, -0.011116048321127892, 0.9441923499107361]","[1.0, 0.0]"
"[-0.24094848334789276, -1.3524612188339233, 0.007767797913402319, 1.233361840248108]","[0.0, 1.0]"
"[-0.26799771189689636, -1.1574400663375854, 0.032435037195682526, 0.9431225657463074]","[0.0, 1.0]"
"[-0.29114651679992676, -0.9627697467803955, 0.05129748582839966, 0.6608049869537354]","[1.0, 0.0]"
"[-0.31040191650390625, -1.1585665941238403, 0.06451358646154404, 0.9691887497901917]","[1.0, 0.0]"
"[-0.33357325196266174, -1.3544925451278687, 0.08389735966920853, 1.281420111656189]","[1.0, 0.0]"
"[-0.3606630861759186, -1.5505770444869995, 0.10952576249837875, 1.5991493463516235]","[0.0, 1.0]"
"[-0.39167463779449463, -1.3569098711013794, 0.14150875806808472, 1.3425254821777344]","[0.0, 1.0]"
"[-0.4188128411769867, -1.1638234853744507, 0.16835926473140717, 1.0972557067871094]","[0.0, 1.0]"
"[-0.4420892894268036, -0.971269428730011, 0.19030436873435974, 0.8617725968360901]","[0.0, 1.0]"
"[-0.4615146815776825, -0.779177188873291, 0.20753982663154602, 0.6344484090805054]","[0.0, 1.0]"
"[-0.0007686977041885257, -0.04198361188173294, -0.022157160565257072, 0.012667634524405003]","[0.0, 1.0]"
"[-0.0016083698719739914, 0.15344898402690887, -0.021903807297348976, -0.28692296147346497]","[0.0, 1.0]"
"[0.0014606097247451544, 0.34887635707855225, -0.0276422668248415, -0.5864328742027283]","[1.0, 0.0]"
"[0.00843813642859459, 0.15415222942829132, -0.03937092423439026, -0.30258411169052124]","[1.0, 0.0]"
"[0.011521181091666222, -0.04038712754845619, -0.04542260617017746, -0.022573262453079224]","[1.0, 0.0]"
"[0.010713438503444195, -0.23482923209667206, -0.04587407037615776, 0.255439430475235]","[1.0, 0.0]"
"[0.006016853731125593, -0.42926719784736633, -0.04076528549194336, 0.5333073139190674]","[1.0, 0.0]"
"[-0.0025684903375804424, -0.623792827129364, -0.030099138617515564, 0.8128716349601746]","[1.0, 0.0]"
"[-0.015044347383081913, -0.8184899091720581, -0.013841704465448856, 1.0959371328353882]","[1.0, 0.0]"
"[-0.03141414374113083, -1.0134267807006836, 0.008077037520706654, 1.3842452764511108]","[0.0, 1.0]"
"[-0.05168268084526062, -0.8184065222740173, 0.035761941224336624, 1.0940989255905151]","[0.0, 1.0]"
"[-0.0680508092045784, -0.6237735152244568, 0.05764392018318176, 0.8128477931022644]","[1.0, 0.0]"
"[-0.08052628487348557, -0.8196356296539307, 0.07390087842941284, 1.1230909824371338]","[0.0, 1.0]"
"[-0.0969189926981926, -0.625556230545044, 0.09636269509792328, 0.8544734716415405]","[0.0, 1.0]"
"[-0.10943011939525604, -0.43187034130096436, 0.11345216631889343, 0.5935793519020081]","[0.0, 1.0]"
"[-0.11806752532720566, -0.23850396275520325, 0.12532375752925873, 0.33867788314819336]","[0.0, 1.0]"
"[-0.1228376030921936, -0.04536738991737366, 0.13209731876850128, 0.08799392729997635]","[0.0, 1.0]"
"[-0.12374494969844818, 0.14763805270195007, 0.13385719060897827, -0.16026823222637177]","[1.0, 0.0]"
"[-0.1207921952009201, -0.04912099242210388, 0.1306518316268921, 0.17146676778793335]","[1.0, 0.0]"
"[-0.12177461385726929, -0.24584737420082092, 0.1340811550617218, 0.5023437738418579]","[0.0, 1.0]"
"[-0.1266915649175644, -0.052844833582639694, 0.14412803947925568, 0.25474026799201965]","[0.0, 1.0]"
"[-0.12774845957756042, 0.13995668292045593, 0.14922283589839935, 0.010763663798570633]","[0.0, 1.0]"
"[-0.12494932115077972, 0.3326585590839386, 0.14943811297416687, -0.23136799037456512]","[0.0, 1.0]"
"[-0.11829615384340286, 0.525364339351654, 0.144810751080513, -0.47343361377716064]","[0.0, 1.0]"
"[-0.10778886824846268, 0.7181761860847473, 0.135342076420784, -0.7171984910964966]","[0.0, 1.0]"
"[-0.09342534095048904, 0.9111913442611694, 0.12099811434745789, -0.9644043445587158]","[1.0, 0.0]"
"[-0.07520151138305664, 0.7146700024604797, 0.10171002894639969, -0.6362909078598022]","[1.0, 0.0]"
"[-0.06090811640024185, 0.5182876586914062, 0.08898420631885529, -0.31338855624198914]","[1.0, 0.0]"
"[-0.05054236203432083, 0.32201817631721497, 0.0827164351940155, 0.005977674853056669]","[0.0, 1.0]"
"[-0.04410199820995331, 0.5158624649047852, 0.08283598721027374, -0.25950366258621216]","[0.0, 1.0]"
"[-0.03378475084900856, 0.7097101807594299, 0.0776459202170372, -0.524952232837677]","[1.0, 0.0]"
"[-0.01959054544568062, 0.5135863423347473, 0.06714687496423721, -0.20884789526462555]","[1.0, 0.0]"
"[-0.009318819269537926, 0.3175716996192932, 0.06296991556882858, 0.10423780232667923]","[0.0, 1.0]"
"[-0.0029673853423446417, 0.5117373466491699, 0.06505466997623444, -0.16793252527713776]","[1.0, 0.0]"
"[0.007267361972481012, 0.31574746966362, 0.061696019023656845, 0.14454305171966553]","[1.0, 0.0]"
"[0.013582311570644379, 0.11979871243238449, 0.06458687782287598, 0.4560340940952301]","[1.0, 0.0]"
"[0.015978286042809486, -0.07617411017417908, 0.07370756566524506, 0.7683557271957397]","[0.0, 1.0]"
"[0.014454803429543972, 0.11786001175642014, 0.08907467871904373, 0.4997452199459076]","[0.0, 1.0]"
"[0.016812004148960114, 0.3116207420825958, 0.09906958043575287, 0.2364097535610199]","[0.0, 1.0]"
"[0.023044418543577194, 0.5051980018615723, 0.1037977784872055, -0.023453528061509132]","[0.0, 1.0]"
"[0.033148378133773804, 0.6986900568008423, 0.10332870483398438, -0.2816677391529083]","[0.0, 1.0]"
"[0.047122180461883545, 0.8921980261802673, 0.09769535064697266, -0.5400568842887878]","[1.0, 0.0]"
"[0.06496614217758179, 0.695848286151886, 0.0868942141532898, -0.21825997531414032]","[1.0, 0.0]"
"[0.0788831040263176, 0.49959859251976013, 0.08252901583909988, 0.10051866620779037]","[0.0, 1.0]"
"[0.08887507766485214, 0.6934467554092407, 0.08453938364982605, -0.1650279015302658]","[1.0, 0.0]"
"[0.10274401307106018, 0.49722278118133545, 0.08123882859945297, 0.15308189392089844]","[0.0, 1.0]"
"[0.11268846690654755, 0.6910932064056396, 0.0843004658818245, -0.11290669441223145]","[0.0, 1.0]"
"[0.12651033699512482, 0.884912371635437, 0.08204233646392822, -0.3778480291366577]","[1.0, 0.0]"
"[0.14420858025550842, 0.6887269020080566, 0.07448536902666092, -0.060466282069683075]","[0.0, 1.0]"
"[0.15798312425613403, 0.8827062249183655, 0.07327605038881302, -0.32875004410743713]","[1.0, 0.0]"
"[0.17563724517822266, 0.6866217851638794, 0.06670104712247849, -0.013888750225305557]","[0.0, 1.0]"
"[0.18936967849731445, 0.8807268738746643, 0.06642327457666397, -0.2848033905029297]","[1.0, 0.0]"
"[0.20698422193527222, 0.6847235560417175, 0.06072720140218735, 0.028067318722605705]","[0.0, 1.0]"
"[0.2206786870956421, 0.8789244294166565, 0.06128855049610138, -0.24485421180725098]","[1.0, 0.0]"
"[0.23825718462467194, 0.6829831004142761, 0.05639146640896797, 0.0665135309100151]","[1.0, 0.0]"
"[0.2519168257713318, 0.48709991574287415, 0.057721734046936035, 0.3764415681362152]","[0.0, 1.0]"
"[0.26165884733200073, 0.6813565492630005, 0.06525056809186935, 0.10250266641378403]","[1.0, 0.0]"
"[0.2752859592437744, 0.48536309599876404, 0.06730061769485474, 0.41503724455833435]","[0.0, 1.0]"
"[0.2849932312965393, 0.6794698238372803, 0.07560136914253235, 0.14430773258209229]","[1.0, 0.0]"
"[0.29858261346817017, 0.4833512008190155, 0.07848752290010452, 0.45985105633735657]","[0.0, 1.0]"
"[0.30824965238571167, 0.6772810816764832, 0.08768454194068909, 0.19290342926979065]","[0.0, 1.0]"
"[0.3217952847480774, 0.8710463643074036, 0.09154260903596878, -0.07088169455528259]","[0.0, 1.0]"
"[0.3392162024974823, 1.0647448301315308, 0.09012497961521149, -0.33333683013916016]","[1.0, 0.0]"
"[0.36051109433174133, 0.868463397026062, 0.08345823734998703, -0.013648769818246365]","[1.0, 0.0]"
"[0.37788036465644836, 0.6722499132156372, 0.08318526297807693, 0.3041553497314453]","[1.0, 0.0]"
"[0.39132535457611084, 0.4760470390319824, 0.08926837146282196, 0.621870219707489]","[0.0, 1.0]"
"[0.40084630250930786, 0.6698164939880371, 0.10170577466487885, 0.3585834205150604]","[0.0, 1.0]"
"[0.41424262523651123, 0.8633566498756409, 0.10887744277715683, 0.09962338954210281]","[0.0, 1.0]"
"[0.43150976300239563, 1.0567634105682373, 0.11086991429328918, -0.15682215988636017]","[0.0, 1.0]"
"[0.45264503359794617, 1.2501376867294312, 0.10773346573114395, -0.41257375478744507]","[0.0, 1.0]"
"[0.4776477813720703, 1.4435807466506958, 0.0994819924235344, -0.6694436073303223]","[0.0, 1.0]"
"[0.5065193772315979, 1.6371891498565674, 0.08609312027692795, -0.9292207360267639]","[0.0, 1.0]"
"[0.5392631888389587, 1.8310500383377075, 0.06750870496034622, -1.1936548948287964]","[0.0, 1.0]"
"[0.5758841633796692, 2.025235891342163, 0.04363560676574707, -1.46443772315979]","[0.0, 1.0]"
"[0.6163889169692993, 2.219796895980835, 0.014346852898597717, -1.743176817893982]","[1.0, 0.0]"
"[0.6607848405838013, 2.024514675140381, -0.020516684278845787, -1.4460657835006714]","[1.0, 0.0]"
"[0.701275110244751, 1.829651117324829, -0.0494379997253418, -1.1598633527755737]","[0.0, 1.0]"
"[0.7378681302070618, 2.025381088256836, -0.07263527065515518, -1.4676284790039062]","[0.0, 1.0]"
"[0.7783758044242859, 2.221312999725342, -0.10198783874511719, -1.7820874452590942]","[1.0, 0.0]"
"[0.8228020668029785, 2.027475118637085, -0.13762958347797394, -1.5227739810943604]","[0.0, 1.0]"
"[0.8633515238761902, 2.2239651679992676, -0.16808506846427917, -1.8550573587417603]","[0.0, 1.0]"
"[0.9078308343887329, 2.4204883575439453, -0.20518621802330017, -2.1948726177215576]","[0.0, 1.0]"
"[0.017028888687491417, -0.0429966114461422, -0.046530865132808685, -0.0044992538169026375]","[1.0, 0.0]"
"[0.016168955713510513, -0.2374214231967926, -0.04662084951996803, 0.2731471657752991]","[1.0, 0.0]"
"[0.01142052747309208, -0.4318482279777527, -0.041157908737659454, 0.5507689118385315]","[0.0, 1.0]"
"[0.0027835627552121878, -0.2361730933189392, -0.0301425289362669, 0.24540778994560242]","[0.0, 1.0]"
"[-0.0019398991717025638, -0.04063388332724571, -0.025234373286366463, -0.056628357619047165]","[1.0, 0.0]"
"[-0.0027525769546628, -0.23538510501384735, -0.026366939768195152, 0.22798733413219452]","[0.0, 1.0]"
"[-0.007460278924554586, -0.039896462112665176, -0.021807193756103516, -0.07289467006921768]","[0.0, 1.0]"
"[-0.008258207701146603, 0.15553122758865356, -0.023265087977051735, -0.37237730622291565]","[1.0, 0.0]"
"[-0.005147583782672882, -0.0392526239156723, -0.030712632462382317, -0.087119922041893]","[0.0, 1.0]"
"[-0.005932636093348265, 0.1562957912683487, -0.03245503082871437, -0.3893323242664337]","[0.0, 1.0]"
"[-0.0028067200910300016, 0.35186299681663513, -0.040241677314043045, -0.6920687556266785]","[1.0, 0.0]"
"[0.004230539780110121, 0.15732179582118988, -0.05408305302262306, -0.4123210310935974]","[1.0, 0.0]"
"[0.00737697584554553, -0.03699345514178276, -0.062329474836587906, -0.13716700673103333]","[1.0, 0.0]"
"[0.006637106649577618, -0.23116983473300934, -0.06507281213998795, 0.13521897792816162]","[1.0, 0.0]"
"[0.0020137098617851734, -0.42530226707458496, -0.06236843392252922, 0.40668341517448425]","[0.0, 1.0]"
"[-0.006492335814982653, -0.22935394942760468, -0.054234765470027924, 0.09500794112682343]","[0.0, 1.0]"
"[-0.011079414747655392, -0.03349830582737923, -0.052334606647491455, -0.21428076922893524]","[0.0, 1.0]"
"[-0.011749381199479103, 0.16233128309249878, -0.056620221585035324, -0.5230023264884949]","[1.0, 0.0]"
"[-0.00850275531411171, -0.0319499671459198, -0.06708026677370071, -0.24868489801883698]","[1.0, 0.0]"
"[-0.009141754359006882, -0.22605299949645996, -0.07205396890640259, 0.02210802398622036]","[0.0, 1.0]"
"[-0.013662814162671566, -0.029975658282637596, -0.07161180675029755, -0.29241037368774414]","[0.0, 1.0]"
"[-0.014262327924370766, 0.16609038412570953, -0.07746001332998276, -0.6067915558815002]","[1.0, 0.0]"
"[-0.010940520092844963, -0.02786792442202568, -0.08959584683179855, -0.33947694301605225]","[0.0, 1.0]"
"[-0.011497878469526768, 0.16840705275535583, -0.09638538211584091, -0.6590144634246826]","[1.0, 0.0]"
"[-0.008129737339913845, -0.025250671431422234, -0.10956567525863647, -0.398169606924057]","[1.0, 0.0]"
"[-0.008634750731289387, -0.21866153180599213, -0.11752906441688538, -0.14194083213806152]","[1.0, 0.0]"
"[-0.013007981702685356, -0.41192129254341125, -0.12036788463592529, 0.11147493869066238]","[1.0, 0.0]"
"[-0.02124640718102455, -0.6051312685012817, -0.1181383803486824, 0.363890141248703]","[0.0, 1.0]"
"[-0.03334903344511986, -0.4085457921028137, -0.11086057871580124, 0.03641536831855774]","[1.0, 0.0]"
"[-0.04151994735002518, -0.6019178032875061, -0.11013226956129074, 0.29216650128364563]","[0.0, 1.0]"
"[-0.05355830490589142, -0.405411958694458, -0.10428894311189651, -0.033119939267635345]","[0.0, 1.0]"
"[-0.061666544526815414, -0.20896106958389282, -0.10495134443044662, -0.3568006753921509]","[1.0, 0.0]"
"[-0.06584576517343521, -0.40244653820991516, -0.11208735406398773, -0.09896848350763321]","[1.0, 0.0]"
"[-0.0738946944475174, -0.5957984924316406, -0.1140667274594307, 0.15635474026203156]","[0.0, 1.0]"
"[-0.08581066131591797, -0.3992438316345215, -0.1109396293759346, -0.17002420127391815]","[0.0, 1.0]"
"[-0.0937955379486084, -0.20272324979305267, -0.11434011161327362, -0.4955423176288605]","[1.0, 0.0]"
"[-0.0978500097990036, -0.39606282114982605, -0.12425096333026886, -0.24096938967704773]","[0.0, 1.0]"
"[-0.1057712659239769, -0.1994052529335022, -0.12907034158706665, -0.5701175332069397]","[1.0, 0.0]"
"[-0.1097593680024147, -0.39250338077545166, -0.14047269523143768, -0.3207210302352905]","[1.0, 0.0]"
"[-0.1176094338297844, -0.5853745341300964, -0.14688712358474731, -0.07542725652456284]","[0.0, 1.0]"
"[-0.12931692600250244, -0.3884856104850769, -0.14839565753936768, -0.41061004996299744]","[1.0, 0.0]"
"[-0.1370866447687149, -0.5812264680862427, -0.15660786628723145, -0.1681445837020874]","[1.0, 0.0]"
"[-0.1487111747264862, -0.7738004922866821, -0.15997076034545898, 0.07132667303085327]","[1.0, 0.0]"
"[-0.16418717801570892, -0.9663105607032776, -0.15854422748088837, 0.3095737099647522]","[1.0, 0.0]"
"[-0.18351338803768158, -1.158860206604004, -0.15235275030136108, 0.5483588576316833]","[1.0, 0.0]"
"[-0.20669059455394745, -1.3515506982803345, -0.14138557016849518, 0.7894279360771179]","[0.0, 1.0]"
"[-0.23372161388397217, -1.154799461364746, -0.1255970150232315, 0.45581701397895813]","[1.0, 0.0]"
"[-0.25681760907173157, -1.3479427099227905, -0.11648067086935043, 0.7064212560653687]","[0.0, 1.0]"
"[-0.2837764620780945, -1.1514161825180054, -0.10235224664211273, 0.37946102023124695]","[0.0, 1.0]"
"[-0.3068047761917114, -0.9550009369850159, -0.09476302564144135, 0.05634104087948799]","[0.0, 1.0]"
"[-0.3259047865867615, -0.7586569786071777, -0.09363620728254318, -0.2646721303462982]","[1.0, 0.0]"
"[-0.34107792377471924, -0.9523264169692993, -0.09892965108156204, -0.002929461421445012]","[0.0, 1.0]"
"[-0.36012446880340576, -0.7559350728988647, -0.09898823499679565, -0.3251139521598816]","[0.0, 1.0]"
"[-0.3752431571483612, -0.5595532655715942, -0.10549051314592361, -0.6472996473312378]","[1.0, 0.0]"
