observation,action
"[0.4330770671367645, 0.3862537145614624, 0.05575636401772499, -0.21282872557640076]","[1.0, 0.0]"
"[0.4408021569252014, 0.1903807669878006, 0.05149979144334793, 0.09690799564123154]","[0.0, 1.0]"
"[0.44460976123809814, 0.38472822308540344, 0.05343795195221901, -0.17909245193004608]","[1.0, 0.0]"
"[0.45230433344841003, 0.1888839155435562, 0.04985610023140907, 0.12995797395706177]","[0.0, 1.0]"
"[0.4560820162296295, 0.38325753808021545, 0.05245526134967804, -0.14658856391906738]","[1.0, 0.0]"
"[0.46374714374542236, 0.1874251812696457, 0.0495234914124012, 0.16217072308063507]","[0.0, 1.0]"
"[0.4674956500530243, 0.3818044662475586, 0.05276690423488617, -0.11448678374290466]","[1.0, 0.0]"
"[0.4751317501068115, 0.18596769869327545, 0.05047716945409775, 0.19436576962471008]","[0.0, 1.0]"
"[0.4788511097431183, 0.3803326189517975, 0.054364483803510666, -0.0819762721657753]","[1.0, 0.0]"
"[0.4864577651023865, 0.18447519838809967, 0.05272495746612549, 0.2273510992527008]","[0.0, 1.0]"
"[0.49014726281166077, 0.37880557775497437, 0.05727197974920273, -0.04824541509151459]","[1.0, 0.0]"
"[0.49772337079048157, 0.18291114270687103, 0.056307073682546616, 0.26194319128990173]","[0.0, 1.0]"
"[0.5013815760612488, 0.37718603014945984, 0.06154593825340271, -0.012461742386221886]","[1.0, 0.0]"
"[0.5089253187179565, 0.18123789131641388, 0.061296701431274414, 0.2989870309829712]","[0.0, 1.0]"
"[0.5125500559806824, 0.3754349648952484, 0.06727644056081772, 0.026248427107930183]","[1.0, 0.0]"
"[0.5200587511062622, 0.17941595613956451, 0.06780140846967697, 0.33937615156173706]","[0.0, 1.0]"
"[0.5236470699310303, 0.3735109269618988, 0.07458893209695816, 0.06882097572088242]","[0.0, 1.0]"
"[0.53111732006073, 0.5674886703491211, 0.07596535235643387, -0.1994277685880661]","[1.0, 0.0]"
"[0.5424670577049255, 0.37136703729629517, 0.07197679579257965, 0.11621858179569244]","[0.0, 1.0]"
"[0.5498944520950317, 0.5653878450393677, 0.07430116832256317, -0.15291614830493927]","[1.0, 0.0]"
"[0.5612021684646606, 0.3692849576473236, 0.07124284654855728, 0.16225099563598633]","[0.0, 1.0]"
"[0.5685878992080688, 0.5633185505867004, 0.07448786497116089, -0.10713335871696472]","[1.0, 0.0]"
"[0.5798542499542236, 0.36721256375312805, 0.07234519720077515, 0.20808909833431244]","[0.0, 1.0]"
"[0.5871984958648682, 0.5612294673919678, 0.07650697976350784, -0.06092408299446106]","[1.0, 0.0]"
"[0.5984230637550354, 0.3650987148284912, 0.07528849691152573, 0.2548826038837433]","[0.0, 1.0]"
"[0.6057250499725342, 0.5590694546699524, 0.08038615435361862, -0.01313535962253809]","[1.0, 0.0]"
"[0.616906464099884, 0.36289218068122864, 0.08012344688177109, 0.3037883937358856]","[0.0, 1.0]"
"[0.6241642832756042, 0.556786298751831, 0.08619920909404755, 0.0374114029109478]","[0.0, 1.0]"
"[-0.039689794182777405, 0.02264554612338543, 0.0004751636297442019, 0.04435873404145241]","[0.0, 1.0]"
"[-0.039236880838871, 0.21776068210601807, 0.0013623383129015565, -0.24817423522472382]","[1.0, 0.0]"
"[-0.03488167002797127, 0.022619299590587616, -0.0036011463962495327, 0.044938091188669205]","[0.0, 1.0]"
"[-0.03442928194999695, 0.21779270470142365, -0.0027023847214877605, -0.2488788515329361]","[1.0, 0.0]"
"[-0.03007342852652073, 0.022709449753165245, -0.007679961621761322, 0.04295045882463455]","[0.0, 1.0]"
"[-0.029619239270687103, 0.21794068813323975, -0.006820952519774437, -0.2521456480026245]","[1.0, 0.0]"
"[-0.025260426104068756, 0.02291679196059704, -0.011863864958286285, 0.038378048688173294]","[0.0, 1.0]"
"[-0.024802090600132942, 0.21820683777332306, -0.011096304282546043, -0.25802430510520935]","[1.0, 0.0]"
"[-0.020437952131032944, 0.023245053365826607, -0.01625679060816765, 0.03113812580704689]","[0.0, 1.0]"
"[-0.01997305266559124, 0.21859630942344666, -0.015634028241038322, -0.26662933826446533]","[1.0, 0.0]"
"[-0.015601125545799732, 0.02370094507932663, -0.02096661552786827, 0.021081779152154922]","[1.0, 0.0]"
"[-0.015127106569707394, -0.17111414670944214, -0.020544979721307755, 0.30707645416259766]","[0.0, 1.0]"
"[-0.018549390137195587, 0.024294443428516388, -0.014403450302779675, 0.007985631003975868]","[1.0, 0.0]"
"[-0.0180635005235672, -0.17061801254749298, -0.014243737794458866, 0.2960895299911499]","[0.0, 1.0]"
"[-0.021475860849022865, 0.024704068899154663, -0.008321947418153286, -0.0010514005552977324]","[1.0, 0.0]"
"[-0.02098177932202816, -0.1702975481748581, -0.008342974819242954, 0.28899428248405457]","[0.0, 1.0]"
"[-0.024387730285525322, 0.024942371994256973, -0.0025630895979702473, -0.0063082207925617695]","[1.0, 0.0]"
"[-0.023888882249593735, -0.17014272511005402, -0.002689254004508257, 0.28556492924690247]","[0.0, 1.0]"
"[-0.027291737496852875, 0.025017473846673965, 0.0030220444314181805, -0.007964964024722576]","[1.0, 0.0]"
"[-0.026791388168931007, -0.17014768719673157, 0.0028627451974898577, 0.2856699228286743]","[0.0, 1.0]"
"[-0.030194342136383057, 0.02493331953883171, 0.00857614353299141, -0.006108744535595179]","[1.0, 0.0]"
"[-0.029695674777030945, -0.17031057178974152, 0.008453968912363052, 0.2892676591873169]","[0.0, 1.0]"
"[-0.033101886510849, 0.024689815938472748, 0.014239322394132614, -0.0007370146340690553]","[0.0, 1.0]"
"[-0.032608091831207275, 0.21960468590259552, 0.0142245814204216, -0.288893461227417]","[1.0, 0.0]"
"[-0.02821599692106247, 0.02428281493484974, 0.008446712046861649, 0.008241591043770313]","[0.0, 1.0]"
"[-0.027730340138077736, 0.2192826122045517, 0.008611544035375118, -0.28176435828208923]","[1.0, 0.0]"
"[-0.02334468811750412, 0.024038895964622498, 0.002976256888359785, 0.013622112572193146]","[0.0, 1.0]"
"[-0.022863909602165222, 0.21911804378032684, 0.0032486990094184875, -0.2781202793121338]","[1.0, 0.0]"
"[-0.018481548875570297, 0.023949891328811646, -0.0023137065581977367, 0.015585504472255707]","[0.0, 1.0]"
"[-0.018002551048994064, 0.21910494565963745, -0.0020019966177642345, -0.2778265178203583]","[1.0, 0.0]"
"[-0.013620452955365181, 0.02401161380112171, -0.007558526936918497, 0.014224301092326641]","[1.0, 0.0]"
"[-0.013140220195055008, -0.1710011214017868, -0.007274040952324867, 0.3045128583908081]","[0.0, 1.0]"
"[-0.01656024344265461, 0.024223726242780685, -0.0011837836354970932, 0.009544788859784603]","[1.0, 0.0]"
"[-0.016075769439339638, -0.1708812266588211, -0.0009928877698257565, 0.3018539845943451]","[0.0, 1.0]"
"[-0.01949339359998703, 0.02425486035645008, 0.005044191610068083, 0.008858085609972477]","[0.0, 1.0]"
"[-0.019008295610547066, 0.21930411458015442, 0.005221353378146887, -0.28222906589508057]","[1.0, 0.0]"
"[-0.014622213318943977, 0.024108072742819786, -0.0004232280480209738, 0.01209605485200882]","[0.0, 1.0]"
"[-0.01414005272090435, 0.2192360907793045, -0.00018130693933926523, -0.28072038292884827]","[1.0, 0.0]"
"[-0.0097553301602602, 0.024116726592183113, -0.005795714445412159, 0.011905362829566002]","[1.0, 0.0]"
"[-0.009272996336221695, -0.17092162370681763, -0.005557607393711805, 0.3027540445327759]","[0.0, 1.0]"
"[-0.012691428884863853, 0.02427908591926098, 0.0004974738112650812, 0.008323571644723415]","[1.0, 0.0]"
"[-0.012205846607685089, -0.1708499938249588, 0.0006639452767558396, 0.3011634051799774]","[0.0, 1.0]"
"[-0.015622846782207489, 0.024262486025691032, 0.00668721366673708, 0.008689958602190018]","[0.0, 1.0]"
"[-0.015137596987187862, 0.2192879021167755, 0.0068610128946602345, -0.2818755805492401]","[1.0, 0.0]"
"[-0.01075183879584074, 0.024068757891654968, 0.0012235009344294667, 0.01296334806829691]","[0.0, 1.0]"
"[-0.010270464234054089, 0.2191731482744217, 0.0014827678678557277, -0.27933329343795776]","[1.0, 0.0]"
"[-0.005887000821530819, 0.024030068889260292, -0.004103898070752621, 0.013816921040415764]","[1.0, 0.0]"
"[-0.0054063997231423855, -0.17103278636932373, -0.0038275597617030144, 0.3052021861076355]","[0.0, 1.0]"
"[-0.008827055804431438, 0.02414349839091301, 0.00227648438885808, 0.011314614675939083]","[0.0, 1.0]"
"[-0.008344185538589954, 0.2192327231168747, 0.0025027766823768616, -0.28064918518066406]","[1.0, 0.0]"
"[-0.0039595309644937515, 0.024075165390968323, -0.00311020715162158, 0.012822057120501995]","[1.0, 0.0]"
"[-0.0034780274145305157, -0.17100204527378082, -0.0028537658508867025, 0.3045220673084259]","[0.0, 1.0]"
"[-0.006898068357259035, 0.024160459637641907, 0.0032366751693189144, 0.010940486565232277]","[0.0, 1.0]"
"[-0.006414859090000391, 0.2192358374595642, 0.0034554849844425917, -0.28071948885917664]","[1.0, 0.0]"
"[-0.0020301423501223326, 0.024064771831035614, -0.002158904680982232, 0.013051293790340424]","[1.0, 0.0]"
"[-0.0015488468343392015, -0.17102615535259247, -0.0018978787120431662, 0.3050522804260254]","[0.0, 1.0]"
"[-0.004969369620084763, 0.024122795090079308, 0.00420316681265831, 0.011771411634981632]","[0.0, 1.0]"
"[-0.004486913792788982, 0.21918421983718872, 0.004438594914972782, -0.2795824110507965]","[1.0, 0.0]"
"[-0.00010322962771169841, 0.023999229073524475, -0.00115305301733315, 0.014497131109237671]","[1.0, 0.0]"
"[0.00037675496423617005, -0.17110615968704224, -0.000863110413774848, 0.306816041469574]","[0.0, 1.0]"
"[-0.0030453684739768505, 0.024028073996305466, 0.005273210350424051, 0.013861028477549553]","[0.0, 1.0]"
"[-0.002564806956797838, 0.21907401084899902, 0.0055504306219518185, -0.27715349197387695]","[1.0, 0.0]"
"[0.0018166732043027878, 0.023873308673501015, 7.3611286097730044e-06, 0.01727486588060856]","[0.0, 1.0]"
"[0.0022941394709050655, 0.21899515390396118, 0.00035285844933241606, -0.27540573477745056]","[1.0, 0.0]"
"[0.00667404243722558, 0.023868171498179436, -0.005155256483703852, 0.01738845929503441]","[1.0, 0.0]"
"[0.007151405792683363, -0.17117947340011597, -0.0048074871301651, 0.3084403872489929]","[0.0, 1.0]"
"[0.0037278165109455585, 0.02401065081357956, 0.001361320842988789, 0.014245201833546162]","[1.0, 0.0]"
"[0.004208029713481665, -0.17113079130649567, 0.0016462248750030994, 0.3073573410511017]","[0.0, 1.0]"
"[0.0007854135474190116, 0.02396765723824501, 0.007793371565639973, 0.01519403513520956]","[0.0, 1.0]"
"[0.0012647666735574603, 0.2189769744873047, 0.008097251877188683, -0.2750198245048523]","[1.0, 0.0]"
"[0.005644306540489197, 0.023740442469716072, 0.0025968553964048624, 0.020205935463309288]","[0.0, 1.0]"
"[0.006119115278124809, 0.2188250571489334, 0.00300097418949008, -0.27165651321411133]","[1.0, 0.0]"
"[0.010495616123080254, 0.023660410195589066, -0.002432156354188919, 0.021971410140395164]","[0.0, 1.0]"
"[0.010968824848532677, 0.21881715953350067, -0.0019927280955016613, -0.27147790789604187]","[1.0, 0.0]"
"[0.015345167368650436, 0.023723697289824486, -0.007422286085784435, 0.02057584933936596]","[1.0, 0.0]"
"[0.015819640830159187, -0.1712910234928131, -0.007010769098997116, 0.3109077513217926]","[0.0, 1.0]"
"[0.012393821030855179, 0.023930100724101067, -0.0007926141261123121, 0.016022101044654846]","[1.0, 0.0]"
"[0.0128724230453372, -0.17118047177791595, -0.00047217210521921515, 0.30845484137535095]","[0.0, 1.0]"
"[0.009448813274502754, 0.023948201909661293, 0.005696924868971109, 0.015623044222593307]","[0.0, 1.0]"
"[0.009927777573466301, 0.21898798644542694, 0.006009385455399752, -0.2752569913864136]","[1.0, 0.0]"
"[0.014307537116110325, 0.02378081902861595, 0.0005042455741204321, 0.019315216690301895]","[1.0, 0.0]"
"[0.014783154241740704, -0.17134836316108704, 0.0008905499125830829, 0.31215718388557434]","[0.0, 1.0]"
"[0.011356186121702194, 0.02376089245080948, 0.007133693899959326, 0.019755253568291664]","[0.0, 1.0]"
"[0.011831404641270638, 0.2187798172235489, 0.007528798654675484, -0.2706683874130249]","[1.0, 0.0]"
"[0.016207000240683556, 0.02355124242603779, 0.002115430776029825, 0.024379605427384377]","[0.0, 1.0]"
"[0.01667802594602108, 0.21864278614521027, 0.0026030230801552534, -0.26763513684272766]","[1.0, 0.0]"
"[0.02105088159441948, 0.02348378859460354, -0.002749679610133171, 0.025867672637104988]","[0.0, 1.0]"
"[0.02152055688202381, 0.21864506602287292, -0.0022323261946439743, -0.2676815390586853]","[1.0, 0.0]"
"[0.02589345909655094, 0.02355504408478737, -0.0075859567150473595, 0.024296460673213005]","[1.0, 0.0]"
"[0.026364559307694435, -0.17145730555057526, -0.007100027520209551, 0.31457629799842834]","[0.0, 1.0]"
"[0.0229354128241539, 0.023765064775943756, -0.0008085013832896948, 0.019662750884890556]","[1.0, 0.0]"
"[0.02341071516275406, -0.1713452786207199, -0.00041524635162204504, 0.3120904862880707]","[0.0, 1.0]"
"[0.01998380944132805, 0.023782582953572273, 0.005826563108712435, 0.01927662268280983]","[0.0, 1.0]"
"[0.020459460094571114, 0.2188204973936081, 0.006212095730006695, -0.27156227827072144]","[1.0, 0.0]"
"[0.024835869669914246, 0.023610450327396393, 0.0007808501832187176, 0.023073481395840645]","[0.0, 1.0]"
"[0.02530808001756668, 0.2187211960554123, 0.0012423198204487562, -0.2693629860877991]","[1.0, 0.0]"
"[0.029682504013180733, 0.02358153834939003, -0.004144939593970776, 0.02371152676641941]","[1.0, 0.0]"
"[0.030154135078191757, -0.17148073017597198, -0.0036707092076539993, 0.3150838017463684]","[0.0, 1.0]"
"[0.026724519208073616, 0.023693319410085678, 0.0026309669483453035, 0.021245518699288368]","[1.0, 0.0]"
"[0.027198385447263718, -0.17146626114845276, 0.003055877285078168, 0.314757376909256]","[0.0, 1.0]"
"[0.023769060149788857, 0.023612024262547493, 0.009351025335490704, 0.023039745166897774]","[0.0, 1.0]"
"[0.02424130216240883, 0.2185986340045929, 0.009811819531023502, -0.26667821407318115]","[1.0, 0.0]"
"[0.028613273054361343, 0.02333803102374077, 0.004478255286812782, 0.029083212837576866]","[0.0, 1.0]"
"[0.029080035164952278, 0.21839547157287598, 0.005059919785708189, -0.26218342781066895]","[1.0, 0.0]"
"[0.03344794362783432, 0.02320166490972042, -0.00018374869250692427, 0.0320911630988121]","[0.0, 1.0]"
"[0.03391197696328163, 0.21832625567913055, 0.00045807452988810837, -0.26064974069595337]","[1.0, 0.0]"
"[0.038278501480817795, 0.023197762668132782, -0.004754920024424791, 0.0321776382625103]","[0.0, 1.0]"
"[0.03874245658516884, 0.21838757395744324, -0.004111367277801037, -0.26200172305107117]","[1.0, 0.0]"
"[0.043110210448503494, 0.023324554786086082, -0.009351401589810848, 0.029381608590483665]","[1.0, 0.0]"
"[0.04357669875025749, -0.17166204750537872, -0.008763769641518593, 0.31909945607185364]","[0.0, 1.0]"
"[0.0401434600353241, 0.023583609610795975, -0.0023817801848053932, 0.023665696382522583]","[1.0, 0.0]"
"[0.040615130215883255, -0.17150411009788513, -0.0019084663363173604, 0.31559619307518005]","[0.0, 1.0]"
"[0.037185050547122955, 0.023644980043172836, 0.004403457511216402, 0.022312011569738388]","[1.0, 0.0]"
"[0.037657950073480606, -0.17153984308242798, 0.004849697928875685, 0.3163810074329376]","[0.0, 1.0]"
"[0.0342271514236927, 0.023512696847319603, 0.011177318170666695, 0.025231460109353065]","[0.0, 1.0]"
"[0.034697405993938446, 0.21847258508205414, 0.01168194692581892, -0.26390403509140015]","[1.0, 0.0]"
"[0.0390668585896492, 0.023185858502984047, 0.006403866223990917, 0.03244047239422798]","[0.0, 1.0]"
"[0.03953057527542114, 0.21821539103984833, 0.007052675820887089, -0.2582150995731354]","[1.0, 0.0]"
"[0.04389488324522972, 0.02299346774816513, 0.0018883738666772842, 0.03668396919965744]","[0.0, 1.0]"
"[0.04435475170612335, 0.2180882841348648, 0.002622053259983659, -0.2554025650024414]","[1.0, 0.0]"
"[0.04871651902794838, 0.02292899787425995, -0.002485997974872589, 0.03810625150799751]","[0.0, 1.0]"
"[0.04917509853839874, 0.21808651089668274, -0.0017238729633390903, -0.2553600072860718]","[1.0, 0.0]"
"[0.053536828607320786, 0.022989215329289436, -0.006831072736531496, 0.03677869588136673]","[1.0, 0.0]"
"[0.05399661138653755, -0.1720341145992279, -0.00609549880027771, 0.3272985517978668]","[0.0, 1.0]"
"[0.05055592954158783, 0.023174084722995758, 0.0004504719690885395, 0.032699618488550186]","[0.0, 1.0]"
"[0.05101941153407097, 0.2182895690202713, 0.0011044644052162766, -0.2598411440849304]","[1.0, 0.0]"
"[0.055385202169418335, 0.02315187267959118, -0.004092358518391848, 0.03318994119763374]","[1.0, 0.0]"
"[0.05584824085235596, -0.17191115021705627, -0.0034285597503185272, 0.3245788812637329]","[0.0, 1.0]"
"[0.05241001769900322, 0.023259446024894714, 0.0030630179680883884, 0.030816705897450447]","[0.0, 1.0]"
"[0.052875205874443054, 0.21833734214305878, 0.0036793521139770746, -0.260898232460022]","[1.0, 0.0]"
"[0.057241953909397125, 0.02316305786371231, -0.0015386126469820738, 0.03294293209910393]","[1.0, 0.0]"
"[0.057705216109752655, -0.1719367951154709, -0.0008797540212981403, 0.32513999938964844]","[0.0, 1.0]"
"[0.05426647886633873, 0.02319767139852047, 0.005623046308755875, 0.032179780304431915]","[0.0, 1.0]"
"[0.054730430245399475, 0.21823853254318237, 0.0062666418962180614, -0.25872373580932617]","[1.0, 0.0]"
"[0.05909520387649536, 0.023027684539556503, 0.0010921673383563757, 0.035929180681705475]","[0.0, 1.0]"
"[0.05955575779080391, 0.21813395619392395, 0.001810750924050808, -0.2564089596271515]","[1.0, 0.0]"
"[0.06391843408346176, 0.02298619970679283, -0.0033174280542880297, 0.036844562739133835]","[1.0, 0.0]"
"[0.06437815725803375, -0.17208802700042725, -0.0025805369950830936, 0.32847896218299866]","[0.0, 1.0]"
"[0.060936398804187775, 0.023070571944117546, 0.0039890422485768795, 0.03498337045311928]","[0.0, 1.0]"
"[0.06139780953526497, 0.21813508868217468, 0.00468870997428894, -0.25643831491470337]","[1.0, 0.0]"
"[0.06576051563024521, 0.022946514189243317, -0.00044005634845234454, 0.03771981969475746]","[0.0, 1.0]"
"[0.06621944159269333, 0.218074768781662, 0.00031434002448804677, -0.25510191917419434]","[1.0, 0.0]"
"[0.07058093696832657, 0.022948333993554115, -0.00478769838809967, 0.037680141627788544]","[1.0, 0.0]"
"[0.07103990763425827, -0.1721046417951584, -0.004034095443785191, 0.328848659992218]","[0.0, 1.0]"
"[0.06759781390428543, 0.02307451330125332, 0.0025428778026252985, 0.034896302968263626]","[0.0, 1.0]"
"[0.06805930286645889, 0.21815989911556244, 0.003240803722292185, -0.2569832503795624]","[1.0, 0.0]"
"[0.07242249697446823, 0.022991836071014404, -0.00189886090811342, 0.03672012686729431]","[1.0, 0.0]"
"[0.07288233935832977, -0.17210283875465393, -0.0011644584592431784, 0.32880333065986633]","[0.0, 1.0]"
"[0.06944028288125992, 0.023035675287246704, 0.0054116081446409225, 0.03575342148542404]","[0.0, 1.0]"
"[0.0699009969830513, 0.21807961165905, 0.006126676686108112, -0.25521719455718994]","[1.0, 0.0]"
"[0.0742625892162323, 0.02287071757018566, 0.0010223330464214087, 0.039391886442899704]","[0.0, 1.0]"
"[0.07472000271081924, 0.21797800064086914, 0.0018101708265021443, -0.25296831130981445]","[1.0, 0.0]"
"[0.07907956093549728, 0.022830242291092873, -0.0032491954043507576, 0.040285028517246246]","[1.0, 0.0]"
"[0.07953616231679916, -0.17224496603012085, -0.002443494973704219, 0.33194103837013245]","[0.0, 1.0]"
"[0.07609126716852188, 0.02291168086230755, 0.004195325542241335, 0.03848855197429657]","[0.0, 1.0]"
"[0.07654950022697449, 0.21797321736812592, 0.004965096712112427, -0.25286775827407837]","[1.0, 0.0]"
"[0.08090896159410477, 0.022780725732445717, -9.225846588378772e-05, 0.04137710481882095]","[0.0, 1.0]"
"[0.08136457949876785, 0.2179040014743805, 0.0007352835964411497, -0.25133493542671204]","[1.0, 0.0]"
"[0.0857226550579071, 0.022771555930376053, -0.004291415214538574, 0.041579827666282654]","[1.0, 0.0]"
"[0.08617808669805527, -0.17228859663009644, -0.0034598184283822775, 0.33290567994117737]","[0.0, 1.0]"
"[0.08273231983184814, 0.022882429882884026, 0.0031982953660190105, 0.039133720099925995]","[0.0, 1.0]"
"[0.0831899642944336, 0.21795837581157684, 0.0039809700101614, -0.25253841280937195]","[1.0, 0.0]"
"[0.0875491350889206, 0.0227798018604517, -0.001069798250682652, 0.04139753803610802]","[1.0, 0.0]"
"[0.08800473064184189, -0.17232678830623627, -0.00024184744688682258, 0.33374273777008057]","[0.0, 1.0]"
"[0.08455819636583328, 0.022798599675297737, 0.0064330073073506355, 0.04098355770111084]","[0.0, 1.0]"
"[0.08501416444778442, 0.2178277224302292, 0.007252678275108337, -0.24966277182102203]","[1.0, 0.0]"
"[0.0893707200884819, 0.022602945566177368, 0.0022594230249524117, 0.045298948884010315]","[0.0, 1.0]"
"[0.08982277661561966, 0.21769241988658905, 0.0031654019840061665, -0.24667024612426758]","[1.0, 0.0]"
"[0.09417662769556046, 0.02252540923655033, -0.0017680029850453138, 0.0470094308257103]","[0.0, 1.0]"
"[0.09462713450193405, 0.217672660946846, -0.0008278143359348178, -0.24623079597949982]","[1.0, 0.0]"
"[0.09898059070110321, 0.022562550380825996, -0.00575243029743433, 0.046190910041332245]","[1.0, 0.0]"
"[0.0994318425655365, -0.17247644066810608, -0.004828611854463816, 0.3370533585548401]","[0.0, 1.0]"
"[0.09598231315612793, 0.022713886573910713, 0.0019124550744891167, 0.04285166412591934]","[1.0, 0.0]"
"[0.09643658995628357, -0.1724354326725006, 0.002769488375633955, 0.3361373841762543]","[0.0, 1.0]"
"[0.09298788011074066, 0.022646991536021233, 0.009492236189544201, 0.04432908445596695]","[0.0, 1.0]"
"[0.09344082325696945, 0.21763154864311218, 0.010378818027675152, -0.2453439086675644]","[1.0, 0.0]"
"[0.09779345244169235, 0.022362912073731422, 0.0054719396866858006, 0.050594598054885864]","[0.0, 1.0]"
"[0.09824071079492569, 0.21740597486495972, 0.006483831442892551, -0.24035687744617462]","[1.0, 0.0]"
"[0.10258883237838745, 0.022192005068063736, 0.0016766939079388976, 0.0543641559779644]","[0.0, 1.0]"
"[0.1030326709151268, 0.21728987991809845, 0.0027639770414680243, -0.23778928816318512]","[1.0, 0.0]"
"[0.10737846791744232, 0.022128546610474586, -0.001991808647289872, 0.05576419457793236]","[0.0, 1.0]"
"[0.1078210398554802, 0.21727900207042694, -0.0008765248348936439, -0.23754650354385376]","[1.0, 0.0]"
"[0.1121666207909584, 0.022169582545757294, -0.005627454724162817, 0.05485982075333595]","[0.0, 1.0]"
"[0.11261001229286194, 0.21737176179885864, -0.004530258476734161, -0.2395932823419571]","[1.0, 0.0]"
"[0.11695744097232819, 0.022314826026558876, -0.009322124533355236, 0.05165723338723183]","[1.0, 0.0]"
"[0.11740373820066452, -0.17267222702503204, -0.008288979530334473, 0.3413844406604767]","[0.0, 1.0]"
"[0.11395029723644257, 0.022566674277186394, -0.001461290754377842, 0.0460992157459259]","[1.0, 0.0]"
"[0.11440163105726242, -0.1725342869758606, -0.000539306434802711, 0.3383207321166992]","[0.0, 1.0]"
"[0.11095094680786133, 0.022595329210162163, 0.006227108184248209, 0.045467790216207504]","[0.0, 1.0]"
"[0.11140285432338715, 0.21762743592262268, 0.0071364641189575195, -0.24524393677711487]","[1.0, 0.0]"
"[0.11575540155172348, 0.02240428701043129, 0.0022315853275358677, 0.04968142881989479]","[0.0, 1.0]"
"[0.11620348691940308, 0.2174941748380661, 0.003225213848054409, -0.24229657649993896]","[1.0, 0.0]"
"[0.12055336683988571, 0.02232629619538784, -0.0016207176959142089, 0.05140191689133644]","[1.0, 0.0]"
"[0.12099989503622055, -0.1727723777294159, -0.0005926793674007058, 0.34357306361198425]","[0.0, 1.0]"
"[0.11754444986581802, 0.0223580002784729, 0.006278781685978174, 0.05070329084992409]","[0.0, 1.0]"
"[0.117991603910923, 0.21738936007022858, 0.007292847614735365, -0.23999203741550446]","[1.0, 0.0]"
"[0.1223393976688385, 0.022163990885019302, 0.0024930068757385015, 0.05498230829834938]","[0.0, 1.0]"
"[0.12278267741203308, 0.21725010871887207, 0.003592652967199683, -0.23691301047801971]","[1.0, 0.0]"
"[0.12712767720222473, 0.022077014669775963, -0.001145607209764421, 0.056900978088378906]","[0.0, 1.0]"
"[0.12756921350955963, 0.2172153741121292, -7.587676009279676e-06, -0.23614317178726196]","[1.0, 0.0]"
"[0.13191352784633636, 0.022093530744314194, -0.004730451386421919, 0.05653735622763634]","[1.0, 0.0]"
"[0.13235539197921753, -0.1729602813720703, -0.003599704010412097, 0.347724050283432]","[0.0, 1.0]"
"[0.12889619171619415, 0.022212689742445946, 0.0033547766506671906, 0.05390818044543266]","[0.0, 1.0]"
"[0.12934044003486633, 0.2172863781452179, 0.004432940389961004, -0.23771439492702484]","[1.0, 0.0]"
"[0.13368616998195648, 0.022101378068327904, -0.00032134767388924956, 0.05636350065469742]","[1.0, 0.0]"
"[0.13412819802761078, -0.17301596701145172, 0.0008059223764576018, 0.3489450216293335]","[0.0, 1.0]"
"[0.13066788017749786, 0.022094516083598137, 0.007784822955727577, 0.056516341865062714]","[0.0, 1.0]"
"[0.13110977411270142, 0.2171039879322052, 0.008915149606764317, -0.23370029032230377]","[1.0, 0.0]"
"[0.13545185327529907, 0.02185579389333725, 0.004241143818944693, 0.0617813803255558]","[0.0, 1.0]"
"[0.1358889639377594, 0.21691668033599854, 0.005476771388202906, -0.22956041991710663]","[1.0, 0.0]"
"[0.1402273029088974, 0.021716896444559097, 0.0008855630294419825, 0.0648450255393982]","[0.0, 1.0]"
"[0.14066164195537567, 0.21682614088058472, 0.0021824634168297052, -0.22755837440490723]","[1.0, 0.0]"
"[0.14499816298484802, 0.021673068404197693, -0.0023687039501965046, 0.06581218540668488]","[0.0, 1.0]"
"[0.14543162286281586, 0.21682889759540558, -0.001052460283972323, -0.22761714458465576]","[1.0, 0.0]"
"[0.14976820349693298, 0.02172200381755829, -0.005604803096503019, 0.06473361700773239]","[1.0, 0.0]"
"[0.15020263195037842, -0.17331914603710175, -0.00431013060733676, 0.3556429445743561]","[0.0, 1.0]"
"[0.1467362493276596, 0.021863825619220734, 0.0028027279768139124, 0.061604030430316925]","[0.0, 1.0]"
"[0.14717353880405426, 0.21694548428058624, 0.004034808371216059, -0.23019330203533173]","[1.0, 0.0]"
"[0.15151244401931763, 0.02176610566675663, -0.0005690574762411416, 0.06375961005687714]","[0.0, 1.0]"
"[0.1519477665424347, 0.2168962061405182, 0.000706134713254869, -0.22910280525684357]","[1.0, 0.0]"
"[0.15628568828105927, 0.021764175966382027, -0.003875921480357647, 0.06380277872085571]","[1.0, 0.0]"
"[0.15672096610069275, -0.17330199480056763, -0.002599865896627307, 0.35526031255722046]","[0.0, 1.0]"
"[0.1532549262046814, 0.021856829524040222, 0.004505340475589037, 0.06175871193408966]","[0.0, 1.0]"
"[0.1536920666694641, 0.21691389381885529, 0.005740514490753412, -0.22949935495853424]","[1.0, 0.0]"
"[0.15803034603595734, 0.021710384637117386, 0.0011505276197567582, 0.06498879194259644]","[0.0, 1.0]"
"[0.15846455097198486, 0.21681581437587738, 0.0024503034073859453, -0.22733090817928314]","[1.0, 0.0]"
"[0.1628008633852005, 0.021658938378095627, -0.002096314914524555, 0.06612391769886017]","[1.0, 0.0]"
"[0.16323405504226685, -0.17343290150165558, -0.0007738365093246102, 0.35814470052719116]","[0.0, 1.0]"
