observation,action
"[0.9948869943618774, 0.10099460184574127, -0.00018557686416897923]",[-0.5047112]
"[0.9948877096176147, 0.10098720341920853, -0.0001486670516896993]",[-0.50472695]
"[0.9948883056640625, 0.10098128020763397, -0.0001192170602735132]",[-0.5047397]
"[0.9948887825012207, 0.10097652673721313, -9.54665447352454e-05]",[-0.50474805]
"[0.9948891997337341, 0.1009727269411087, -7.639532122993842e-05]",[-0.5047555]
"[0.994889497756958, 0.10096967965364456, -6.120245234342292e-05]",[-0.50476235]
"[0.9948897361755371, 0.10096725821495056, -4.8775746108731255e-05]",[-0.50476557]
"[0.9948899745941162, 0.10096529871225357, -3.935789573006332e-05]",[-0.5047735]
"[0.9948900938034058, 0.10096372663974762, -3.1542534998152405e-05]",[-0.5047744]
"[0.9948902130126953, 0.10096247494220734, -2.5225841454812326e-05]",[-0.50477654]
"[0.9948903322219849, 0.10096146911382675, -2.0225792468409054e-05]",[-0.50477904]
"[0.9948903918266296, 0.10096066445112228, -1.6212790796998888e-05]",[-0.5047806]
"[0.9948905110359192, 0.10096000134944916, -1.3287462024891283e-05]",[-0.5047838]
"[0.9948905110359192, 0.10095950216054916, -1.0017441127274651e-05]",[-0.5047782]
"[0.994890570640564, 0.10095908492803574, -8.399673788517248e-06]",[-0.50478673]
"[0.9948906302452087, 0.10095875710248947, -6.621428838116117e-06]",[-0.5047836]
"[0.9948906302452087, 0.10095849633216858, -5.197506652621087e-06]",[-0.5047843]
"[0.9948906898498535, 0.10095827281475067, -4.503936906985473e-06]",[-0.50478786]
"[0.9948906898498535, 0.10095810145139694, -3.4777228847815422e-06]",[-0.5047845]
"[0.9948906898498535, 0.1009579673409462, -2.6170198452746263e-06]",[-0.50478476]
"[0.9948906898498535, 0.10095786303281784, -2.0864117686869577e-06]",[-0.5047863]
"[0.9948906898498535, 0.10095778107643127, -1.7677549521977198e-06]",[-0.5047872]
"[0.9948906898498535, 0.1009577065706253, -1.4524653124681208e-06]",[-0.5047868]
"[0.9948907494544983, 0.10095763951539993, -1.2628904642042471e-06]",[-0.50478727]
"[0.9948907494544983, 0.10095760971307755, -6.823377702858124e-07]",[-0.50478435]
"[0.9948907494544983, 0.10095757991075516, -6.189803798406501e-07]",[-0.5047876]
"[0.9948907494544983, 0.10095755755901337, -3.4625807643351436e-07]",[-0.5047861]
"[0.9948907494544983, 0.10095755010843277, -2.2950523259623878e-07]",[-0.504787]
"[0.9948907494544983, 0.10095753520727158, -3.001288177983952e-07]",[-0.5047882]
"[0.9948907494544983, 0.10095752030611038, -2.7466134611131565e-07]",[-0.5047875]
"[0.9948907494544983, 0.10095750540494919, -2.7732244234357495e-07]",[-0.5047876]
"[0.9948907494544983, 0.10095749795436859, -2.1880443057398224e-07]",[-0.50478715]
"[0.9948907494544983, 0.100957490503788, -1.3268687837353355e-07]",[-0.5047869]
"[0.9948907494544983, 0.1009574830532074, -8.728243727773588e-08]",[-0.50478715]
"[0.9948907494544983, 0.1009574830532074, -6.301576149780885e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574756026268, -1.1262568477832247e-07]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, -1.1279330180968827e-07]",[-0.5047874]
"[0.9948907494544983, 0.1009574681520462, -1.3505045615147537e-07]",[-0.5047875]
"[0.9948907494544983, 0.1009574607014656, -3.71763739792641e-08]",[-0.5047867]
"[0.9948907494544983, 0.1009574607014656, -4.797764319164344e-08]",[-0.5047874]
"[0.9948907494544983, 0.1009574607014656, -6.9247003686712105e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -5.5537075382972034e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, 5.471109432164667e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574607014656, 5.971208594246491e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 6.694083509728443e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, -3.062131526121448e-08]",[-0.504788]
"[0.9948907494544983, 0.1009574607014656, -3.991893393617829e-08]",[-0.5047874]
"[0.9948907494544983, 0.1009574607014656, 2.9383189215081984e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -4.350177107426134e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, -2.1578787645637476e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -5.030145899809213e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, -1.0914739334566548e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -6.134219887599102e-08]",[-0.5047876]
"[0.9948907494544983, 0.10095745325088501, -2.4651269470155057e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -2.4642826446097388e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.5553767102337588e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, -2.7418080250640742e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, 5.4574700314447e-09]",[-0.504787]
"[0.9948907494544983, 0.10095744580030441, -3.298894313275014e-08]",[-0.5047875]
"[0.9948907494544983, 0.10095744580030441, -1.1405497657435149e-09]",[-0.504787]
"[0.9948907494544983, 0.10095744580030441, 3.066529430384435e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 6.361521087683286e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 6.317571887848317e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 6.50932179269148e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 3.3676450073016895e-08]",[-0.5047875]
"[0.9948907494544983, 0.1009574607014656, 3.927888414523295e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 4.6346752213821674e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 7.302513438389724e-08]",[-0.50478715]
"[0.9948907494544983, 0.1009574681520462, -2.2741780014712276e-08]",[-0.504788]
"[0.9948907494544983, 0.1009574607014656, -8.359437231320044e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 8.489237757203227e-08]",[-0.5047862]
"[0.9948907494544983, 0.1009574681520462, -1.1674570643549487e-08]",[-0.504788]
"[0.9948907494544983, 0.1009574607014656, -7.291429682254602e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 1.492279579906608e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574681520462, 1.42840994588056e-09]",[-0.50478834]
"[0.9948907494544983, 0.1009574681520462, -5.691088134085476e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 6.144050956891078e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574756026268, 2.1151601359292727e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, -1.7928071827100212e-07]",[-0.5047887]
"[0.9948907494544983, 0.1009574607014656, -1.0029940966660433e-07]",[-0.5047868]
"[0.9948907494544983, 0.10095745325088501, -6.08229058229881e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -2.361560191843637e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -2.3052148634405967e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.334873450138275e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.4516424446119345e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, -2.65987818437452e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, 6.08928862888547e-09]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 3.90045400422423e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 7.33749914161308e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 2.10759747432121e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, 5.89702402464809e-08]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, 6.33018046869438e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 3.4232265022637876e-08]",[-0.5047875]
"[0.9948907494544983, 0.1009574681520462, 4.2202668026902757e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 6.962898169149412e-08]",[-0.50478715]
"[0.9948907494544983, 0.1009574681520462, -2.5516719404095056e-08]",[-0.504788]
"[0.9948907494544983, 0.1009574681520462, -6.797022678028952e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574756026268, 1.5526130425769225e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574681520462, -2.6986652912341924e-08]",[-0.5047886]
"[0.9948907494544983, 0.1009574681520462, -6.719029954638245e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574756026268, 1.5832019073513948e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574756026268, -2.1534685146207266e-08]",[-0.5047886]
"[0.9948907494544983, 0.1009574681520462, -1.3066741644252033e-07]",[-0.5047881]
"[0.9948907494544983, 0.1009574681520462, -3.009841975654126e-08]",[-0.5047867]
"[0.9948907494544983, 0.1009574681520462, -3.794070835283492e-08]",[-0.5047874]
"[0.9948907494544983, 0.1009574681520462, 6.445676437039083e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -5.621582133130687e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 5.78392942429673e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, 1.311975772466667e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574681520462, 2.253388053929939e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 3.278870508438558e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 6.21482172391552e-08]",[-0.50478715]
"[0.9948907494544983, 0.1009574756026268, 2.230081186382904e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, -1.7764712367807078e-07]",[-0.5047887]
"[0.9948907494544983, 0.1009574607014656, -9.812050905111391e-08]",[-0.5047868]
"[0.9948907494544983, 0.1009574607014656, 3.138957538340037e-08]",[-0.50478643]
"[0.9948907494544983, 0.1009574607014656, 1.901960366978983e-08]",[-0.5047874]
"[0.9948907494544983, 0.1009574607014656, 4.3122014403707e-08]",[-0.50478715]
"[0.9948907494544983, 0.1009574681520462, 5.095184008041542e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 7.856399264483116e-08]",[-0.50478715]
"[0.9948907494544983, 0.1009574681520462, -1.6062505991953913e-08]",[-0.504788]
"[0.9948907494544983, 0.1009574681520462, -7.552549163847289e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574756026268, 1.4829609540356614e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574681520462, -1.0514726511701156e-07]",[-0.50478905]
"[0.9948907494544983, 0.1009574607014656, -1.3005538335164601e-07]",[-0.5047875]
"[0.9948907494544983, 0.1009574607014656, -3.464590392354694e-08]",[-0.5047867]
"[0.9948907494544983, 0.1009574607014656, -4.781736961945171e-08]",[-0.5047874]
"[0.9948907494544983, 0.10095745325088501, -9.128644506972705e-09]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -6.543281472204399e-09]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -4.20203782880435e-09]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -3.778035306822858e-08]",[-0.5047875]
"[0.9948907494544983, 0.10095744580030441, -1.2641237390198512e-07]",[-0.50478786]
"[0.9948907494544983, 0.10095743834972382, -1.303536691921181e-07]",[-0.50478727]
"[0.9948907494544983, 0.10095743089914322, -1.928024317976451e-07]",[-0.5047876]
"[0.9948907494544983, 0.10095743089914322, -4.786762630715202e-08]",[-0.5047862]
"[0.9948907494544983, 0.10095743834972382, 1.1316271297800995e-07]",[-0.5047861]
"[0.9948907494544983, 0.10095743834972382, 9.960103142248045e-08]",[-0.50478727]
"[0.6591800451278687, 0.7519851922988892, -0.5396285653114319]",[-3.8974423]
"[0.6694809198379517, 0.7428292036056519, -0.2756396532058716]",[-3.5133684]
"[0.6701684594154358, 0.7422090768814087, -0.018517741933465004]",[-3.4367871]
"[0.6612836718559265, 0.7501358985900879, 0.2381390482187271]",[-3.3041003]
"[0.6422972083091736, 0.7664556503295898, 0.5007410049438477]",[-3.0031624]
"[0.612099289894104, 0.7907809019088745, 0.7755827307701111]",[-2.6794982]
"[0.5689916610717773, 0.8223432898521423, 1.0686684846878052]",[-2.044091]
"[0.5011190176010132, 0.8653783798217773, 1.6077547073364258]",[-0.5178084]
"[0.3925952911376953, 0.9197113513946533, 2.428792953491211]",[1.1466972]
"[0.23043328523635864, 0.9730881452560425, 3.41857647895813]",[2.4793215]
"[0.010103127919137478, 0.9999489784240723, 4.448392391204834]",[3.91639]
"[-0.2617301642894745, 0.9651411175727844, 5.498354434967041]",[4.8101115]
"[-0.5571293234825134, 0.8304257392883301, 6.522210121154785]",[5.528848]
"[-0.8210091590881348, 0.5709150433540344, 7.445029258728027]",[6.039266]
"[-0.9785242676734924, 0.20613153278827667, 8.0]",[6.215325]
"[-0.9815519452095032, -0.19119559228420258, 8.0]",[4.6836514]
"[-0.8296141624450684, -0.5583371520042419, 8.0]",[2.7329478]
"[-0.5623595714569092, -0.8268927931785583, 7.623593330383301]",[0.2823072]
"[-0.25276219844818115, -0.9675284028053284, 6.834049701690674]",[-1.1291593]
"[0.05386402830481529, -0.9985482692718506, 6.188484191894531]",[0.53387314]
"[0.32862499356269836, -0.9444605112075806, 5.619144916534424]",[1.1971446]
"[0.5532262325286865, -0.8330310583114624, 5.02769660949707]",[0.77931553]
"[0.7154331207275391, -0.6986812353134155, 4.2202324867248535]",[-1.2179416]
"[0.8232172727584839, -0.5677264928817749, 3.396221399307251]",[-2.2431152]
"[0.8914685845375061, -0.45308253169059753, 2.670426607131958]",[-2.4008842]
"[0.9340231418609619, -0.35721245408058167, 2.0987675189971924]",[-1.545647]
"[0.9611917734146118, -0.2758810520172119, 1.7155108451843262]",[-0.7689828]
"[0.9782240390777588, -0.20755188167095184, 1.4086906909942627]",[-0.6660623]
"[0.9886639714241028, -0.15014496445655823, 1.16713547706604]",[-0.5726084]
"[0.9947683215141296, -0.10215679556131363, 0.9675915241241455]",[-0.5795683]
"[0.9980576634407043, -0.06229640543460846, 0.7999709844589233]",[-0.6066863]
"[0.9995681047439575, -0.029386401176452637, 0.6589227318763733]",[-0.6288397]
"[0.9999972581863403, -0.0023538300301879644, 0.5407360196113586]",[-0.64097947]
"[0.9998047351837158, 0.019759584218263626, 0.44229403138160706]",[-0.6445107]
"[0.9992856979370117, 0.03779086098074913, 0.36077988147735596]",[-0.6422257]
"[0.9986231923103333, 0.05245732516050339, 0.293630987405777]",[-0.63661355]
"[0.9979951977729797, 0.06328998506069183, 0.21701805293560028]",[-0.7730395]
"[0.9975484013557434, 0.06998011469841003, 0.13410089910030365]",[-0.869231]
"[0.9971310496330261, 0.07569485157728195, 0.11459922045469284]",[-0.47991174]
"[0.9967581629753113, 0.08045613020658493, 0.09551724046468735]",[-0.5056875]
"[0.9964284300804138, 0.08444194495677948, 0.07998865842819214]",[-0.50580454]
"[0.9961453676223755, 0.08771753311157227, 0.0657559335231781]",[-0.51709455]
"[0.9959105849266052, 0.09034450352191925, 0.05274883657693863]",[-0.52530164]
"[0.9957172274589539, 0.09245116263628006, 0.04231036454439163]",[-0.5213123]
"[0.9955589771270752, 0.09414022415876389, 0.03392922133207321]",[-0.5181301]
"[0.9954299926757812, 0.09549427032470703, 0.027203522622585297]",[-0.5155391]
"[0.9953252673149109, 0.09657960385084152, 0.02180744893848896]",[-0.5134452]
"[0.9952404499053955, 0.09744946658611298, 0.01747959293425083]",[-0.5117504]
"[0.9951719641685486, 0.09814658761024475, 0.014009588398039341]",[-0.5103807]
"[0.9951167106628418, 0.0987052246928215, 0.011227371171116829]",[-0.50928104]
"[0.9950721859931946, 0.09915288537740707, 0.008997361175715923]",[-0.5083929]
"[0.9950364232063293, 0.09951157867908478, 0.00720951845869422]",[-0.5076834]
"[0.9950076341629028, 0.09979898482561111, 0.00577687518671155]",[-0.50710887]
"[0.99498450756073, 0.10002927482128143, 0.004628933034837246]",[-0.5066479]
"[0.9949659109115601, 0.10021379590034485, 0.00370899704284966]",[-0.5062793]
"[0.9949510097503662, 0.10036163032054901, 0.002971705747768283]",[-0.50598425]
"[0.9949390888214111, 0.1004800796508789, 0.0023810812272131443]",[-0.50574565]
"[0.9949294924736023, 0.10057497769594193, 0.0019074861193075776]",[-0.5055577]
"[0.9949218034744263, 0.10065099596977234, 0.0015281798550859094]",[-0.5054036]
"[0.9949156045913696, 0.10071191936731339, 0.0012246560072526336]",[-0.50527847]
"[0.994910717010498, 0.10076072067022324, 0.000981092918664217]",[-0.50518334]
"[0.9949067234992981, 0.10079983621835709, 0.0007862481870688498]",[-0.5051026]
"[0.994903564453125, 0.10083117336034775, 0.0006300181266851723]",[-0.5050407]
"[0.9949010014533997, 0.10085628926753998, 0.0005048572202213109]",[-0.5049903]
"[0.9948989748954773, 0.10087639838457108, 0.00040419137803837657]",[-0.50495255]
"[0.9948973059654236, 0.10089249908924103, 0.0003237642231397331]",[-0.50491816]
"[0.9948959946632385, 0.1009054109454155, 0.0002594574471004307]",[-0.5048912]
"[0.9948949813842773, 0.10091573745012283, 0.00020772748393937945]",[-0.5048719]
"[0.9948941469192505, 0.10092402249574661, 0.00016642081027384847]",[-0.5048541]
"[0.994893491268158, 0.10093065351247787, 0.00013335257244762033]",[-0.50484055]
"[0.9948928952217102, 0.10093598067760468, 0.00010702979488996789]",[-0.50482875]
"[0.9948924779891968, 0.10094023495912552, 8.562996663386002e-05]",[-0.50482255]
"[0.9948921203613281, 0.10094363987445831, 6.839939305791631e-05]",[-0.50481606]
"[0.994891881942749, 0.10094636678695679, 5.4784646636107937e-05]",[-0.50480896]
"[0.9948916435241699, 0.10094856470823288, 4.418836033437401e-05]",[-0.50480247]
"[0.9948914647102356, 0.10095032304525375, 3.539266617735848e-05]",[-0.50480145]
"[0.994891345500946, 0.10095173120498657, 2.8301868951530196e-05]",[-0.5047989]
"[0.9948912262916565, 0.1009528711438179, 2.2848114895168692e-05]",[-0.504795]
"[0.9948911070823669, 0.10095377266407013, 1.8157379599870183e-05]",[-0.5047956]
"[0.9948910474777222, 0.10095448791980743, 1.4358643966261297e-05]",[-0.5047942]
"[0.9948909878730774, 0.100955069065094, 1.1703574273269624e-05]",[-0.5047901]
"[0.9948909282684326, 0.100955531001091, 9.324214261141606e-06]",[-0.5047912]
"[0.9948909282684326, 0.10095590353012085, 7.471539447578834e-06]",[-0.50479]
"[0.9948908686637878, 0.10095620900392532, 6.094311174820177e-06]",[-0.5047887]
"[0.9948908686637878, 0.10095643252134323, 4.479535618884256e-06]",[-0.5047918]
"[0.9948908090591431, 0.10095661133527756, 3.7113777580088936e-06]",[-0.50478727]
"[0.9948908090591431, 0.10095676779747009, 3.081685235883924e-06]",[-0.50478727]
"[0.9948908090591431, 0.10095689445734024, 2.629550408528303e-06]",[-0.50478685]
"[0.9948908090591431, 0.1009570062160492, 2.1414093680505175e-06]",[-0.50478774]
"[0.9948908090591431, 0.10095708817243576, 1.6973982610579696e-06]",[-0.504788]
"[0.9948907494544983, 0.10095716267824173, 1.424002675776137e-06]",[-0.50478727]
"[0.9948907494544983, 0.10095720738172531, 9.444542001801892e-07]",[-0.504789]
"[0.9948907494544983, 0.10095725208520889, 8.756510396779049e-07]",[-0.5047865]
"[0.9948907494544983, 0.10095728933811188, 7.232879397633951e-07]",[-0.50478727]
"[0.9948907494544983, 0.10095730423927307, 3.1180726978163875e-07]",[-0.5047892]
"[0.9948907494544983, 0.10095732659101486, 4.841642180508643e-07]",[-0.50478536]
"[0.9948907494544983, 0.10095734149217606, 3.884822490363149e-07]",[-0.50478727]
"[0.9948907494544983, 0.10095735639333725, 2.7153117798661697e-07]",[-0.5047875]
"[0.9948907494544983, 0.10095737129449844, 2.3623606182354706e-07]",[-0.504787]
"[0.9948907494544983, 0.10095739364624023, 4.779754476658127e-07]",[-0.50478524]
"[0.9948907494544983, 0.10095739364624023, 5.8054364870940844e-08]",[-0.50478977]
"[0.9948907494544983, 0.10095740109682083, 1.4097821576797287e-07]",[-0.50478643]
"[0.9948907494544983, 0.10095741599798203, 2.828059280091111e-07]",[-0.5047861]
"[0.9948907494544983, 0.10095743089914322, 1.8484517738670547e-07]",[-0.50478774]
"[0.9948907494544983, 0.10095743089914322, 7.589929396090156e-08]",[-0.50478786]
"[0.9948907494544983, 0.10095743089914322, 5.919206813587152e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095743834972382, 4.469320202815652e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095743834972382, 3.1861766558449744e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095743834972382, 3.810043835983379e-08]",[-0.50478715]
"[0.9948907494544983, 0.10095743834972382, 2.787918340629858e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, 3.657945057966572e-08]",[-0.50478715]
"[0.9948907494544983, 0.10095744580030441, 6.452582823612829e-08]",[-0.504787]
"[0.9948907494544983, 0.10095744580030441, 5.911677902759038e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, 5.5913282892561256e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, 5.4795819437458704e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 5.572270111997568e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 5.8728506502347955e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 6.392537699184686e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 3.574441720388677e-08]",[-0.5047875]
"[0.9948907494544983, 0.1009574681520462, 6.25412042154494e-08]",[-0.50478715]
"[0.9948907494544983, 0.1009574681520462, 2.0145732193554977e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574681520462, 3.2146044048886324e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 9.58288648433836e-09]",[-0.5047875]
"[0.9948907494544983, 0.1009574681520462, -4.838553735453388e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, -8.707849441513815e-10]",[-0.504787]
"[0.9948907494544983, 0.1009574681520462, -6.067688218536205e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 5.606719710726793e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, 1.397051363483115e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574681520462, 2.6039227662977282e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 3.3166367430226273e-09]",[-0.5047875]
"[0.9948907494544983, 0.1009574681520462, -5.504500322217609e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 6.335365299037221e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, -3.0460792999065234e-08]",[-0.504788]
"[0.9948907494544983, 0.1009574681520462, -3.6004710324277767e-08]",[-0.5047874]
"[0.9948907494544983, 0.1009574681520462, -4.289190869144477e-08]",[-0.5047874]
"[0.9948907494544983, 0.1009574681520462, 2.264844090049678e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -5.978226624847593e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 5.475417808042948e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, 1.0400873051708004e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, -5.144578452132009e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574607014656, -7.923445011215335e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -5.410367975855479e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, -1.2895472245588735e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -6.157534215844862e-08]",[-0.5047876]
"[0.9948907494544983, 0.10095745325088501, -2.3145519278955362e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -2.13420072725512e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.0334731232196646e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.0086112328954187e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.0586874427408475e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.1855699472439483e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, -2.3939927373817227e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, 8.845472798668652e-09]",[-0.504787]
"[0.9948907494544983, 0.10095744580030441, -2.9564690251504544e-08]",[-0.5047875]
"[0.9948907494544983, 0.10095744580030441, 2.4477082583018728e-09]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 3.45514266086866e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 6.794420670530599e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 6.810908814713912e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 7.081500541517016e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, -3.112543467409523e-08]",[-0.504788]
"[0.9948907494544983, 0.10095745325088501, -4.48201511460411e-08]",[-0.5047874]
"[0.9948907494544983, 0.1009574607014656, 1.1338536332061722e-08]",[-0.5047869]
"[0.9948907494544983, 0.10095745325088501, -3.9368110549276025e-08]",[-0.5047876]
"[0.9948907494544983, 0.10095744580030441, -1.273063077178449e-07]",[-0.50478786]
"[0.9948907494544983, 0.10095744580030441, -1.3058713932423416e-07]",[-0.50478727]
"[0.9948907494544983, 0.10095743834972382, -1.387399635177644e-07]",[-0.50478727]
"[0.9948907494544983, 0.10095742344856262, -1.6995034002320608e-07]",[-0.5047874]
"[0.9948907494544983, 0.10095742344856262, -6.445014832934248e-08]",[-0.50478643]
"[0.9948907494544983, 0.10095742344856262, 5.652690049373632e-08]",[-0.5047863]
"[0.9948907494544983, 0.10095743089914322, 1.8680340829746456e-08]",[-0.5047874]
"[0.9948907494544983, 0.10095743089914322, 1.0670046890481899e-07]",[-0.50478655]
"[0.9948907494544983, 0.10095743834972382, 1.8082002384289808e-07]",[-0.5047867]
"[0.9948907494544983, 0.10095744580030441, 8.287175035093242e-08]",[-0.50478786]
"[0.9948907494544983, 0.10095745325088501, 1.1318504533619489e-07]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -1.3211444382932314e-08]",[-0.5047881]
"[0.9948907494544983, 0.10095745325088501, -1.4931080372093675e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, -1.720776943159308e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, 1.563633311718604e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 4.90638001338084e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 4.8558973730905564e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 4.986580748322922e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 5.3033051727879865e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 5.817887327452809e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 6.549525721766258e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, -3.2033195651592905e-08]",[-0.504788]
"[0.9948907494544983, 0.1009574607014656, -4.134979292302887e-08]",[-0.5047874]
"[0.9948907494544983, 0.1009574607014656, 1.4350997057377413e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -4.5133432990951405e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, -3.978858131858942e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -5.237969347149374e-08]",[-0.5047876]
"[0.9948907494544983, 0.10095745325088501, -1.332776466966834e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -1.0535860184290868e-08]",[-0.50478727]
